time,gFx,gFy,gFz,TgF
0.001732813,-0.0574,0.5447,0.7801,0.953
0.002127865,-0.0593,0.5430,0.7752,0.948
0.002376927,-0.0610,0.5425,0.7713,0.945
0.002594844,-0.0625,0.5452,0.7691,0.945
0.002781927,-0.0620,0.5455,0.7669,0.943
0.002967761,-0.0632,0.5467,0.7637,0.941
0.042881823,-0.0645,0.5464,0.7618,0.940
0.043290156,-0.0625,0.5467,0.7596,0.938
0.043478125,-0.0625,0.5469,0.7584,0.937
0.043653177,-0.0628,0.5457,0.7572,0.935
0.043823542,-0.0640,0.5411,0.7559,0.932
0.044002031,-0.0628,0.5391,0.7554,0.930
0.044175781,-0.0628,0.5364,0.7576,0.930
0.044336615,-0.0632,0.5325,0.7598,0.930
0.044495729,-0.0625,0.5296,0.7630,0.931
0.044663802,-0.0645,0.5262,0.7679,0.933
0.044816615,-0.0654,0.5245,0.7706,0.934
0.044993594,-0.0659,0.5223,0.7742,0.936
0.045171094,-0.0686,0.5186,0.7796,0.939
0.045334844,-0.0703,0.5147,0.7845,0.941
0.045503073,-0.0720,0.5140,0.7894,0.945
0.045674636,-0.0735,0.5101,0.7950,0.947
0.045833542,-0.0767,0.5084,0.7999,0.951
0.046008698,-0.0784,0.5066,0.8053,0.955
0.048426511,-0.0813,0.5037,0.8092,0.957
0.050567344,-0.0842,0.5049,0.8148,0.962
0.051746615,-0.0855,0.5049,0.8219,0.968
0.054084011,-0.0891,0.5030,0.8272,0.972
0.056436719,-0.0916,0.5018,0.8346,0.978
0.058792083,-0.0952,0.5032,0.8392,0.983
0.061366302,-0.0964,0.5035,0.8451,0.988
0.063568438,-0.0984,0.5027,0.8485,0.991
0.065795313,-0.1016,0.5025,0.8514,0.994
0.068089636,-0.1021,0.5003,0.8570,0.998
0.071769583,-0.1033,0.4983,0.8600,0.999
0.072913229,-0.1050,0.4993,0.8612,1.001
0.075548073,-0.1062,0.5001,0.8614,1.002
0.078264427,-0.1062,0.5001,0.8619,1.002
0.080321302,-0.1060,0.4998,0.8585,0.999
0.082478021,-0.1060,0.4983,0.8556,0.996
0.084647344,-0.1072,0.4974,0.8529,0.993
0.086937761,-0.1099,0.4983,0.8514,0.993
0.089228177,-0.1094,0.4952,0.8516,0.991
0.091513021,-0.1101,0.4959,0.8514,0.991
0.093905313,-0.1123,0.4959,0.8534,0.993
0.096254531,-0.1113,0.4969,0.8548,0.995
0.09872474,-0.1106,0.4971,0.8558,0.996
0.100931406,-0.1089,0.4949,0.8563,0.995
0.103751094,-0.1067,0.4927,0.8587,0.996
0.105734636,-0.1047,0.4903,0.8612,0.996
0.108025573,-0.1013,0.4888,0.8648,0.999
0.110372761,-0.0991,0.4869,0.8665,0.999
0.112769583,-0.0984,0.4832,0.8665,0.997
0.115353958,-0.0974,0.4783,0.8665,0.995
0.117933438,-0.0947,0.4764,0.8680,0.995
0.119678386,-0.0942,0.4742,0.8687,0.994
0.122293958,-0.0955,0.4734,0.8675,0.993
0.12448,-0.0942,0.4729,0.8678,0.993
0.126867708,-0.0933,0.4725,0.8675,0.992
0.129256927,-0.0913,0.4734,0.8690,0.994
0.131482969,-0.0923,0.4761,0.8683,0.995
0.133854219,-0.0906,0.4788,0.8700,0.997
0.136241458,-0.0928,0.4791,0.8702,0.998
0.138483958,-0.0930,0.4793,0.8709,0.998
0.141101094,-0.0947,0.4815,0.8709,1.000
0.143160729,-0.0957,0.4834,0.8714,1.001
0.145669115,-0.0957,0.4864,0.8707,1.002
0.148082917,-0.0957,0.4881,0.8707,1.003
0.150193438,-0.0950,0.4874,0.8712,1.003
0.152738125,-0.0964,0.4881,0.8702,1.002
0.155022865,-0.0969,0.4900,0.8692,1.003
0.157463698,-0.0964,0.4937,0.8695,1.005
0.159606615,-0.0952,0.4927,0.8695,1.004
0.161929531,-0.0938,0.4937,0.8700,1.005
0.164385261,-0.0935,0.4947,0.8690,1.004
0.166565365,-0.0925,0.4937,0.8668,1.002
0.168933438,-0.0918,0.4952,0.8651,1.001
0.17289974,-0.0886,0.4969,0.8636,1.000
0.174184688,-0.0901,0.4981,0.8619,1.000
0.176140573,-0.0886,0.4964,0.8597,0.997
0.178567708,-0.0899,0.4971,0.8573,0.995
0.181355208,-0.0877,0.4981,0.8551,0.993
0.183235104,-0.0908,0.4966,0.8546,0.993
0.185799219,-0.0901,0.4979,0.8548,0.993
0.188259479,-0.0896,0.4998,0.8551,0.994
0.190170886,-0.0906,0.4996,0.8570,0.996
0.192837344,-0.0896,0.4998,0.8565,0.996
0.194804636,-0.0896,0.4993,0.8558,0.995
0.197145469,-0.0889,0.5008,0.8553,0.995
0.199481302,-0.0864,0.5018,0.8524,0.993
0.201928646,-0.0845,0.5005,0.8524,0.992
0.204277761,-0.0823,0.5013,0.8490,0.989
0.20672125,-0.0786,0.4998,0.8475,0.987
0.208811667,-0.0772,0.4993,0.8453,0.985
0.211361094,-0.0747,0.5001,0.8453,0.985
0.213709323,-0.0720,0.4971,0.8448,0.983
0.216002656,-0.0696,0.4981,0.8465,0.985
0.218122292,-0.0679,0.4991,0.8480,0.986
0.220567708,-0.0691,0.5003,0.8480,0.987
0.222960417,-0.0703,0.5013,0.8480,0.988
0.225423542,-0.0708,0.5013,0.8490,0.988
0.227709323,-0.0698,0.5013,0.8512,0.990
0.230025573,-0.0703,0.5037,0.8497,0.990
0.232358542,-0.0706,0.5054,0.8487,0.990
0.23458526,-0.0701,0.5042,0.8470,0.988
0.237173385,-0.0693,0.5044,0.8468,0.988
0.239231094,-0.0681,0.5047,0.8443,0.986
0.24180875,-0.0686,0.5042,0.8431,0.985
0.244048906,-0.0681,0.5044,0.8424,0.984
0.246300365,-0.0669,0.5049,0.8399,0.982
0.248798802,-0.0667,0.5054,0.8397,0.982
0.25102875,-0.0671,0.5054,0.8399,0.983
0.254169896,-0.0676,0.5054,0.8416,0.984
0.255742083,-0.0676,0.5057,0.8414,0.984
0.258150885,-0.0676,0.5059,0.8416,0.984
0.26044625,-0.0676,0.5054,0.8402,0.983
0.262865781,-0.0659,0.5064,0.8412,0.984
0.265060104,-0.0669,0.5049,0.8416,0.984
0.267553073,-0.0662,0.5081,0.8421,0.986
0.26982099,-0.0645,0.5054,0.8412,0.983
0.272175104,-0.0645,0.5069,0.8412,0.984
0.274508021,-0.0645,0.5057,0.8390,0.982
0.277052708,-0.0628,0.5069,0.8402,0.983
0.279580938,-0.0620,0.5059,0.8399,0.982
0.281620365,-0.0620,0.5062,0.8402,0.983
0.283903802,-0.0630,0.5054,0.8407,0.983
0.286437969,-0.0632,0.5057,0.8402,0.983
0.289297865,-0.0635,0.5062,0.8412,0.984
0.291017083,-0.0647,0.5069,0.8419,0.985
0.296627031,-0.0652,0.5042,0.8419,0.983
0.297115104,-0.0654,0.5049,0.8441,0.986
0.298098438,-0.0649,0.5057,0.8438,0.986
0.300385,-0.0667,0.5040,0.8453,0.986
0.302667396,-0.0696,0.5042,0.8473,0.988
0.305192969,-0.0698,0.5062,0.8468,0.989
0.307291198,-0.0708,0.5054,0.8477,0.990
0.309854271,-0.0711,0.5054,0.8485,0.990
0.312005781,-0.0701,0.5049,0.8499,0.991
0.314408229,-0.0706,0.5035,0.8509,0.991
0.316702188,-0.0715,0.5047,0.8499,0.991
0.319157656,-0.0703,0.5054,0.8521,0.993
0.321544844,-0.0703,0.5044,0.8541,0.994
0.32381,-0.0713,0.5049,0.8526,0.993
0.326146094,-0.0735,0.5044,0.8516,0.993
0.328472656,-0.0735,0.5037,0.8519,0.992
0.330715313,-0.0725,0.5022,0.8514,0.991
0.3331925,-0.0732,0.5015,0.8519,0.991
0.335380833,-0.0745,0.5001,0.8490,0.988
0.337946875,-0.0728,0.4996,0.8495,0.988
0.340221458,-0.0730,0.4988,0.8485,0.987
0.342826458,-0.0747,0.4981,0.8492,0.987
0.345462865,-0.0730,0.4986,0.8492,0.987
0.347144063,-0.0745,0.4988,0.8497,0.988
0.349457656,-0.0723,0.4988,0.8487,0.987
0.351853125,-0.0747,0.4976,0.8458,0.984
0.354315,-0.0759,0.4976,0.8460,0.984
0.356773229,-0.0747,0.4991,0.8458,0.985
0.359280104,-0.0752,0.4981,0.8448,0.984
0.361576771,-0.0762,0.4991,0.8448,0.984
0.363488594,-0.0762,0.4988,0.8463,0.985
0.365905052,-0.0752,0.4991,0.8470,0.986
0.368238542,-0.0752,0.4981,0.8480,0.986
0.373343073,-0.0769,0.4983,0.8482,0.987
0.373987865,-0.0754,0.4983,0.8499,0.988
0.375598229,-0.0740,0.4976,0.8507,0.988
0.377833073,-0.0737,0.4974,0.8502,0.988
0.380175,-0.0735,0.4966,0.8514,0.988
0.383066823,-0.0730,0.4976,0.8514,0.989
0.384775938,-0.0723,0.4964,0.8499,0.987
0.38732724,-0.0730,0.4981,0.8487,0.987
0.389498021,-0.0708,0.4974,0.8497,0.987
0.391790729,-0.0686,0.4961,0.8497,0.986
0.3941875,-0.0671,0.4971,0.8499,0.987
0.396522552,-0.0686,0.4959,0.8507,0.987
0.399157656,-0.0671,0.4961,0.8504,0.987
0.401219167,-0.0669,0.4959,0.8507,0.987
0.40366974,-0.0684,0.4949,0.8504,0.986
0.405714115,-0.0681,0.4966,0.8504,0.987
0.408145938,-0.0703,0.4966,0.8509,0.988
0.410420833,-0.0698,0.4971,0.8521,0.989
0.412698021,-0.0696,0.4957,0.8531,0.989
0.415042396,-0.0689,0.4964,0.8534,0.990
0.417564844,-0.0686,0.4976,0.8538,0.991
0.419877969,-0.0698,0.4986,0.8546,0.992
0.422354583,-0.0713,0.4983,0.8541,0.991
0.424744375,-0.0715,0.4974,0.8531,0.990
0.427017552,-0.0730,0.4969,0.8526,0.990
0.429281563,-0.0713,0.4954,0.8507,0.987
0.431599427,-0.0718,0.4947,0.8514,0.987
0.433878073,-0.0711,0.4937,0.8531,0.988
0.436308958,-0.0723,0.4959,0.8526,0.989
0.438745469,-0.0725,0.4981,0.8543,0.992
0.441242552,-0.0740,0.4981,0.8548,0.992
0.44352276,-0.0737,0.4964,0.8585,0.994
0.445668906,-0.0747,0.4974,0.8590,0.995
0.44797125,-0.0730,0.4976,0.8597,0.996
0.450401094,-0.0735,0.4986,0.8592,0.996
0.4527275,-0.0740,0.4966,0.8597,0.996
0.455238646,-0.0754,0.4976,0.8597,0.996
0.457615677,-0.0735,0.4974,0.8592,0.996
0.460377656,-0.0740,0.4966,0.8580,0.994
0.462080208,-0.0725,0.4961,0.8551,0.991
0.464493177,-0.0708,0.4949,0.8553,0.991
0.466645365,-0.0696,0.4947,0.8556,0.991
0.469056406,-0.0718,0.4959,0.8563,0.992
0.472039271,-0.0730,0.4944,0.8560,0.991
0.473945521,-0.0730,0.4949,0.8560,0.992
0.478594271,-0.0750,0.4942,0.8578,0.993
0.479070052,-0.0752,0.4927,0.8592,0.993
0.481260469,-0.0764,0.4920,0.8570,0.991
0.483141146,-0.0754,0.4922,0.8587,0.993
0.485718021,-0.0754,0.4920,0.8595,0.993
0.487808646,-0.0750,0.4927,0.8590,0.993
0.490321823,-0.0750,0.4925,0.8575,0.992
0.493030208,-0.0723,0.4922,0.8568,0.991
0.495020052,-0.0720,0.4925,0.8578,0.992
0.497383802,-0.0730,0.4908,0.8590,0.992
0.499882448,-0.0720,0.4905,0.8587,0.992
0.501971562,-0.0713,0.4910,0.8570,0.990
0.504756615,-0.0732,0.4917,0.8582,0.992
0.506753698,-0.0728,0.4898,0.8604,0.993
0.509074948,-0.0706,0.4896,0.8602,0.992
0.511450104,-0.0689,0.4925,0.8597,0.993
0.513626719,-0.0720,0.4932,0.8617,0.995
0.516363958,-0.0737,0.4937,0.8604,0.995
0.518432448,-0.0725,0.4910,0.8595,0.992
0.52137599,-0.0720,0.4910,0.8582,0.991
0.523378854,-0.0720,0.4920,0.8573,0.991
0.525488281,-0.0720,0.4910,0.8556,0.989
0.52778625,-0.0706,0.4893,0.8556,0.988
0.530133177,-0.0701,0.4874,0.8558,0.987
0.532379844,-0.0713,0.4869,0.8578,0.989
0.534790156,-0.0701,0.4874,0.8587,0.990
0.537503802,-0.0703,0.4861,0.8590,0.989
0.539599583,-0.0706,0.4854,0.8617,0.991
0.541880208,-0.0701,0.4866,0.8619,0.992
0.544527708,-0.0691,0.4869,0.8614,0.992
0.546696823,-0.0696,0.4864,0.8621,0.992
0.548863385,-0.0689,0.4842,0.8629,0.992
0.551179375,-0.0689,0.4834,0.8639,0.992
0.553751719,-0.0689,0.4825,0.8629,0.991
0.55609474,-0.0691,0.4827,0.8629,0.991
0.558625729,-0.0679,0.4834,0.8646,0.993
0.560753906,-0.0698,0.4830,0.8643,0.993
0.563320677,-0.0686,0.4820,0.8648,0.992
0.565245365,-0.0674,0.4827,0.8663,0.994
0.567867917,-0.0681,0.4820,0.8658,0.993
0.570053906,-0.0676,0.4815,0.8665,0.994
0.574254427,-0.0667,0.4834,0.8663,0.994
0.575096562,-0.0674,0.4830,0.8665,0.994
0.585311094,-0.0679,0.4825,0.8680,0.995
0.58595224,-0.0664,0.4825,0.8673,0.995
0.586330573,-0.0664,0.4844,0.8692,0.997
0.586704635,-0.0676,0.4852,0.8700,0.998
0.587064479,-0.0681,0.4856,0.8697,0.998
0.590117656,-0.0696,0.4842,0.8695,0.998
0.591250937,-0.0703,0.4849,0.8709,0.999
0.593472708,-0.0696,0.4859,0.8709,1.000
0.596195833,-0.0708,0.4859,0.8724,1.001
0.598234167,-0.0698,0.4866,0.8722,1.001
0.600441979,-0.0689,0.4854,0.8709,0.999
0.60297349,-0.0696,0.4856,0.8707,0.999
0.605356823,-0.0703,0.4864,0.8709,1.000
0.607500156,-0.0715,0.4864,0.8707,1.000
0.609934323,-0.0725,0.4869,0.8714,1.001
0.612188021,-0.0728,0.4878,0.8719,1.002
0.614613021,-0.0725,0.4886,0.8709,1.001
0.616840052,-0.0720,0.4896,0.8709,1.002
0.619341927,-0.0732,0.4891,0.8690,1.000
0.621855052,-0.0745,0.4900,0.8690,1.000
0.624173646,-0.0745,0.4905,0.8678,1.000
0.626278958,-0.0745,0.4903,0.8668,0.999
0.628667396,-0.0747,0.4883,0.8661,0.997
0.630901146,-0.0762,0.4888,0.8653,0.997
0.633421354,-0.0757,0.4891,0.8643,0.996
0.635668646,-0.0742,0.4888,0.8634,0.995
0.638363281,-0.0747,0.4891,0.8634,0.995
0.640732552,-0.0725,0.4869,0.8617,0.992
0.643004531,-0.0720,0.4874,0.8607,0.992
0.645048958,-0.0715,0.4866,0.8604,0.991
0.647386667,-0.0711,0.4859,0.8604,0.991
0.649752812,-0.0708,0.4839,0.8597,0.989
0.652136927,-0.0696,0.4856,0.8568,0.987
0.655267552,-0.0693,0.4852,0.8560,0.986
0.656799323,-0.0693,0.4869,0.8568,0.988
0.659121354,-0.0693,0.4888,0.8568,0.989
0.661675937,-0.0693,0.4893,0.8578,0.990
0.663750364,-0.0671,0.4893,0.8570,0.989
0.666202604,-0.0676,0.4910,0.8565,0.990
0.668701614,-0.0681,0.4910,0.8560,0.989
0.671014844,-0.0689,0.4905,0.8560,0.989
0.673921667,-0.0711,0.4905,0.8578,0.991
0.675537708,-0.0698,0.4915,0.8580,0.991
0.6781875,-0.0696,0.4920,0.8587,0.992
0.680353802,-0.0684,0.4927,0.8568,0.991
0.682648229,-0.0684,0.4917,0.8568,0.990
0.6850575,-0.0681,0.4898,0.8570,0.989
0.691367969,-0.0681,0.4891,0.8565,0.989
0.692102135,-0.0674,0.4896,0.8536,0.986
0.692585521,-0.0679,0.4888,0.8536,0.986
0.700242552,-0.0664,0.4883,0.8524,0.985
0.700834635,-0.0654,0.4878,0.8514,0.983
0.70148401,-0.0652,0.4864,0.8516,0.983
0.701937812,-0.0635,0.4881,0.8509,0.983
0.70446,-0.0625,0.4893,0.8509,0.984
0.7103525,-0.0610,0.4878,0.8519,0.984
0.710909427,-0.0610,0.4866,0.8536,0.984
0.711154114,-0.0620,0.4854,0.8553,0.985
0.713140625,-0.0625,0.4864,0.8553,0.986
0.715259739,-0.0637,0.4874,0.8551,0.986
0.717721927,-0.0642,0.4876,0.8548,0.986
0.720031771,-0.0640,0.4869,0.8560,0.987
0.722386979,-0.0671,0.4876,0.8558,0.987
0.725328646,-0.0649,0.4861,0.8546,0.985
0.727204687,-0.0676,0.4874,0.8536,0.985
0.729487396,-0.0667,0.4869,0.8543,0.986
0.731944375,-0.0667,0.4871,0.8526,0.984
0.734102656,-0.0667,0.4869,0.8534,0.985
0.736593906,-0.0659,0.4866,0.8519,0.983
0.738986146,-0.0659,0.4861,0.8502,0.982
0.74138875,-0.0667,0.4849,0.8509,0.982
0.743754739,-0.0674,0.4852,0.8499,0.981
0.745892083,-0.0667,0.4866,0.8487,0.981
0.748125781,-0.0659,0.4859,0.8490,0.980
0.750647083,-0.0652,0.4820,0.8490,0.978
0.752949479,-0.0664,0.4815,0.8490,0.978
0.755440052,-0.0657,0.4839,0.8468,0.978
0.757638229,-0.0671,0.4839,0.8485,0.979
0.760080885,-0.0689,0.4839,0.8482,0.979
0.76224776,-0.0686,0.4832,0.8482,0.979
0.764945417,-0.0686,0.4859,0.8475,0.979
0.767205573,-0.0686,0.4842,0.8470,0.978
0.769407969,-0.0693,0.4842,0.8480,0.979
0.775216927,-0.0691,0.4839,0.8480,0.979
0.775999739,-0.0698,0.4820,0.8487,0.979
0.7765,-0.0701,0.4837,0.8487,0.979
0.781160208,-0.0713,0.4834,0.8475,0.978
0.781733437,-0.0701,0.4852,0.8460,0.978
0.783733802,-0.0701,0.4847,0.8460,0.978
0.78590151,-0.0703,0.4842,0.8436,0.975
0.792032448,-0.0708,0.4844,0.8451,0.977
0.792645469,-0.0711,0.4847,0.8463,0.978
0.792900989,-0.0703,0.4839,0.8455,0.977
0.795043646,-0.0708,0.4847,0.8477,0.979
0.797484635,-0.0689,0.4839,0.8492,0.980
0.799697031,-0.0691,0.4839,0.8499,0.980
0.802375156,-0.0669,0.4837,0.8512,0.981
0.804443542,-0.0657,0.4844,0.8519,0.982
0.806833906,-0.0647,0.4856,0.8519,0.983
0.809292187,-0.0640,0.4834,0.8526,0.982
0.811576094,-0.0610,0.4834,0.8529,0.982
0.813864583,-0.0613,0.4844,0.8531,0.983
0.816198333,-0.0610,0.4837,0.8526,0.982
0.818561042,-0.0584,0.4842,0.8534,0.983
0.821833125,-0.0586,0.4837,0.8531,0.982
0.823226667,-0.0557,0.4839,0.8524,0.982
0.825953906,-0.0557,0.4822,0.8551,0.983
0.827910417,-0.0564,0.4827,0.8556,0.984
0.830494219,-0.0547,0.4827,0.8536,0.982
0.83286625,-0.0527,0.4839,0.8558,0.985
0.835019583,-0.0544,0.4834,0.8573,0.986
0.837751354,-0.0549,0.4844,0.8570,0.986
0.83968,-0.0537,0.4852,0.8592,0.988
0.84201776,-0.0530,0.4856,0.8600,0.989
0.844351979,-0.0530,0.4856,0.8602,0.989
0.846661198,-0.0520,0.4854,0.8609,0.990
0.849515989,-0.0510,0.4849,0.8609,0.989
0.851657448,-0.0515,0.4834,0.8619,0.990
0.853744687,-0.0505,0.4827,0.8602,0.988
0.856070625,-0.0513,0.4827,0.8592,0.987
0.858476875,-0.0493,0.4813,0.8585,0.985
0.86086276,-0.0491,0.4813,0.8582,0.985
0.863187917,-0.0496,0.4815,0.8597,0.987
0.865465729,-0.0503,0.4822,0.8587,0.986
0.868048281,-0.0486,0.4815,0.8587,0.986
0.870241979,-0.0488,0.4817,0.8585,0.986
0.874864791,-0.0483,0.4808,0.8580,0.985
0.875603073,-0.0466,0.4798,0.8580,0.984
0.878600625,-0.0476,0.4813,0.8580,0.985
0.879852812,-0.0483,0.4805,0.8578,0.984
0.882770469,-0.0476,0.4798,0.8578,0.984
0.884460625,-0.0476,0.4791,0.8587,0.984
0.887041666,-0.0469,0.4781,0.8595,0.985
0.891598489,-0.0459,0.4788,0.8587,0.984
0.892048437,-0.0457,0.4778,0.8592,0.984
0.893535573,-0.0454,0.4761,0.8602,0.984
0.895915312,-0.0469,0.4769,0.8609,0.985
0.898174166,-0.0483,0.4783,0.8595,0.985
0.900682448,-0.0488,0.4783,0.8585,0.984
0.902901823,-0.0493,0.4786,0.8595,0.985
0.905484739,-0.0508,0.4793,0.8592,0.985
0.907787916,-0.0523,0.4803,0.8617,0.988
0.910083281,-0.0513,0.4810,0.8626,0.989
0.912364948,-0.0520,0.4825,0.8626,0.990
0.914631406,-0.0527,0.4810,0.8629,0.989
0.917493073,-0.0532,0.4808,0.8643,0.990
0.91955901,-0.0530,0.4817,0.8639,0.991
0.921786666,-0.0537,0.4813,0.8636,0.990
0.924308698,-0.0532,0.4832,0.8639,0.991
0.926285416,-0.0515,0.4827,0.8631,0.990
0.928736719,-0.0505,0.4830,0.8626,0.990
0.931077604,-0.0488,0.4839,0.8617,0.989
0.933550885,-0.0491,0.4834,0.8626,0.990
0.93565625,-0.0491,0.4834,0.8631,0.991
0.938469219,-0.0471,0.4847,0.8658,0.993
0.94033375,-0.0469,0.4834,0.8675,0.994
0.942810469,-0.0457,0.4834,0.8670,0.994
0.945083177,-0.0457,0.4832,0.8675,0.994
0.947423489,-0.0447,0.4822,0.8675,0.994
0.950305573,-0.0444,0.4842,0.8665,0.994
0.952422708,-0.0427,0.4830,0.8678,0.994
0.955386979,-0.0415,0.4830,0.8656,0.992
0.957044271,-0.0400,0.4834,0.8643,0.991
0.959378437,-0.0376,0.4822,0.8641,0.990
0.961703073,-0.0352,0.4795,0.8631,0.988
0.964285781,-0.0347,0.4800,0.8626,0.988
0.966398698,-0.0344,0.4791,0.8602,0.985
0.968552396,-0.0327,0.4776,0.8609,0.985
0.971261927,-0.0313,0.4783,0.8612,0.986
0.97353651,-0.0283,0.4800,0.8609,0.986
0.975723958,-0.0271,0.4800,0.8624,0.987
0.978397656,-0.0256,0.4778,0.8641,0.988
0.980280521,-0.0234,0.4786,0.8648,0.989
0.98268125,-0.0227,0.4773,0.8656,0.989
0.984864375,-0.0217,0.4781,0.8641,0.988
0.98753,-0.0217,0.4786,0.8641,0.988
0.989663802,-0.0220,0.4773,0.8636,0.987
0.991948906,-0.0225,0.4756,0.8631,0.986
0.994517969,-0.0210,0.4761,0.8621,0.985
0.996775469,-0.0200,0.4776,0.8621,0.986
0.999568594,-0.0195,0.4786,0.8629,0.987
1.001549219,-0.0188,0.4783,0.8621,0.986
1.003821094,-0.0181,0.4778,0.8612,0.985
1.006166771,-0.0164,0.4795,0.8619,0.986
1.008343333,-0.0154,0.4805,0.8604,0.986
1.010731875,-0.0154,0.4822,0.8592,0.985
1.013340729,-0.0137,0.4820,0.8587,0.985
1.015595156,-0.0120,0.4810,0.8580,0.984
1.017920364,-0.0093,0.4825,0.8582,0.985
1.020495573,-0.0076,0.4847,0.8612,0.988
1.022555,-0.0037,0.4849,0.8641,0.991
1.025215573,0.0000,0.4869,0.8678,0.995
1.027291614,0.0029,0.4861,0.8705,0.997
1.029650521,0.0081,0.4864,0.8687,0.996
1.032029531,0.0093,0.4874,0.8656,0.993
1.034234271,0.0112,0.4905,0.8612,0.991
1.036710416,0.0142,0.4893,0.8556,0.986
1.039054166,0.0166,0.4878,0.8490,0.979
1.041622083,0.0159,0.4876,0.8463,0.977
1.043618906,0.0164,0.4886,0.8426,0.974
1.046115729,0.0161,0.4871,0.8392,0.970
1.048416094,0.0134,0.4869,0.8372,0.969
1.051003125,0.0103,0.4856,0.8346,0.966
1.053026458,0.0073,0.4859,0.8326,0.964
1.055507187,0.0051,0.4832,0.8314,0.962
1.057770573,0.0002,0.4825,0.8311,0.961
1.060491927,-0.0044,0.4822,0.8328,0.962
1.062399583,-0.0090,0.4815,0.8328,0.962
1.064903854,-0.0164,0.4810,0.8307,0.960
1.067127083,-0.0244,0.4805,0.8280,0.958
1.069405312,-0.0320,0.4783,0.8236,0.953
1.074507864,-0.0398,0.4786,0.8204,0.951
1.075230208,-0.0481,0.4771,0.8165,0.947
1.07649401,-0.0588,0.4766,0.8158,0.947
1.078987552,-0.0674,0.4761,0.8175,0.948
1.081420937,-0.0735,0.4756,0.8202,0.951
1.083684687,-0.0794,0.4742,0.8202,0.951
1.08613,-0.0813,0.4749,0.8197,0.951
1.090052604,-0.0855,0.4778,0.8194,0.952
1.090646562,-0.0842,0.4805,0.8167,0.951
1.093086614,-0.0820,0.4827,0.8099,0.946
1.095243177,-0.0779,0.4874,0.8004,0.940
1.098044427,-0.0730,0.4891,0.7904,0.932
1.099824427,-0.0669,0.4915,0.7816,0.926
1.102457968,-0.0608,0.4939,0.7701,0.917
1.104587812,-0.0530,0.4932,0.7576,0.906
1.106968333,-0.0461,0.4935,0.7474,0.897
1.109437916,-0.0418,0.4927,0.7435,0.893
1.112016562,-0.0371,0.4952,0.7452,0.895
1.114067916,-0.0356,0.5003,0.7479,0.900
1.116360625,-0.0356,0.5015,0.7481,0.901
1.118833229,-0.0327,0.5059,0.7489,0.904
1.121065416,-0.0286,0.4932,0.7454,0.894
1.123403073,-0.0303,0.4539,0.7332,0.863
1.126086666,-0.0464,0.4346,0.7576,0.875
1.128115937,-0.0508,0.4280,0.7874,0.898
1.130562656,-0.0559,0.4175,0.7921,0.897
1.133262187,-0.0579,0.4139,0.8075,0.909
1.135348437,-0.0576,0.4209,0.8309,0.933
1.137521146,-0.0713,0.4239,0.8465,0.949
1.140557396,-0.0908,0.4285,0.8575,0.963
1.142922448,-0.1121,0.4363,0.8751,0.984
1.14456875,-0.1436,0.4480,0.8885,1.005
1.146847448,-0.1756,0.4649,0.8934,1.022
1.149306614,-0.1944,0.4754,0.8951,1.032
1.152263177,-0.1941,0.4817,0.8936,1.034
1.153941771,-0.1848,0.4837,0.8890,1.029
1.156322343,-0.1782,0.4827,0.8822,1.021
1.158875104,-0.1677,0.4798,0.8758,1.013
1.160900833,-0.1714,0.4754,0.8675,1.004
1.163436354,-0.1848,0.4717,0.8546,0.993
1.165784843,-0.2022,0.4676,0.8473,0.989
1.16799625,-0.2114,0.4612,0.8460,0.987
1.170285573,-0.2127,0.4571,0.8607,0.997
1.17318026,-0.2039,0.4527,0.8707,1.002
1.174980781,-0.2007,0.4461,0.8697,0.998
1.177515416,-0.2437,0.4063,0.8626,0.984
1.179696146,-0.2671,0.3865,0.8646,0.984
1.1824275,-0.2805,0.3797,0.8690,0.989
1.184282604,-0.2876,0.3706,0.8751,0.993
1.186914687,-0.2788,0.3594,0.8873,0.997
1.192425989,-0.2566,0.3545,0.9176,1.017
1.193370885,-0.2317,0.3494,0.9610,1.049
1.193867968,-0.2073,0.3413,0.9999,1.077
1.201151771,-0.1795,0.3340,1.0355,1.103
1.201733593,-0.1604,0.3299,1.0680,1.129
1.20214125,-0.1570,0.3313,1.0892,1.149
1.203190937,-0.1768,0.3345,1.0958,1.159
1.208855885,-0.1980,0.3416,1.0995,1.168
1.209614687,-0.1902,0.3567,1.1183,1.189
1.210218646,-0.1660,0.3709,1.1478,1.218
1.212522552,-0.1594,0.3894,1.1708,1.244
1.215106979,-0.1804,0.4041,1.1788,1.259
1.217291823,-0.2176,0.4158,1.1722,1.263
1.220008333,-0.2576,0.4258,1.1566,1.259
1.222568281,-0.2954,0.4317,1.1393,1.254
1.224451979,-0.3255,0.4353,1.1251,1.250
1.226685729,-0.3445,0.4363,1.1151,1.246
1.229218021,-0.3528,0.4327,1.1132,1.245
1.231841823,-0.3484,0.4275,1.1183,1.247
1.233693489,-0.3318,0.4236,1.1249,1.247
1.235894062,-0.3140,0.4219,1.1273,1.244
1.239174583,-0.2986,0.4195,1.1178,1.231
1.241016041,-0.2942,0.4073,1.1156,1.224
1.243083229,-0.2940,0.3877,1.1300,1.230
1.245441614,-0.2854,0.3567,1.1295,1.218
1.247699687,-0.2757,0.3162,1.0948,1.172
1.250058646,-0.2688,0.2798,1.0465,1.116
