time,gFx,gFy,gFz,TgF
6.75052E-4,-0.5049,0.6534,0.5357,0.984
8.89271E-4,-0.5001,0.6534,0.5318,0.980
0.002437708,-0.4952,0.6536,0.5272,0.975
0.005189844,-0.4908,0.6539,0.5225,0.970
0.007044479,-0.4866,0.6544,0.5176,0.966
0.009477552,-0.4842,0.6556,0.5135,0.963
0.012519375,-0.4837,0.6568,0.5108,0.962
0.014511302,-0.4844,0.6580,0.5096,0.963
0.017023177,-0.4864,0.6590,0.5098,0.965
0.018932292,-0.4893,0.6600,0.5106,0.967
0.0215225,-0.4930,0.6607,0.5115,0.970
0.025124583,-0.4961,0.6614,0.5127,0.973
0.025793281,-0.4991,0.6622,0.5142,0.976
0.028348906,-0.5018,0.6632,0.5157,0.978
0.032293802,-0.5044,0.6639,0.5176,0.981
0.033155729,-0.5054,0.6641,0.5198,0.983
0.035319375,-0.5059,0.6644,0.5210,0.984
0.03756724,-0.5054,0.6641,0.5215,0.984
0.040192656,-0.5042,0.6636,0.5213,0.983
0.042282761,-0.5030,0.6629,0.5208,0.982
0.04533474,-0.5027,0.6617,0.5203,0.980
0.046955052,-0.5027,0.6600,0.5203,0.979
0.049303542,-0.5030,0.6585,0.5213,0.979
0.051762292,-0.5032,0.6575,0.5232,0.979
0.05389974,-0.5032,0.6570,0.5262,0.981
0.056242448,-0.5035,0.6575,0.5311,0.984
0.05875099,-0.5037,0.6590,0.5369,0.988
0.061174636,-0.5037,0.6610,0.5440,0.993
0.064761875,-0.5037,0.6632,0.5516,0.999
0.066813333,-0.5037,0.6651,0.5599,1.005
0.069751406,-0.5040,0.6680,0.5684,1.012
0.070538386,-0.5042,0.6707,0.5767,1.018
0.072859063,-0.5035,0.6729,0.5853,1.024
0.075077344,-0.5018,0.6744,0.5938,1.029
0.077522969,-0.5001,0.6751,0.5999,1.032
0.079808021,-0.4964,0.6754,0.6041,1.033
0.082110521,-0.4893,0.6759,0.6046,1.030
0.08539875,-0.4793,0.6766,0.6072,1.028
0.086747188,-0.4725,0.6751,0.6163,1.029
0.089171563,-0.4666,0.6734,0.6253,1.031
0.091414375,-0.4603,0.6710,0.6312,1.030
0.094050833,-0.4527,0.6671,0.6341,1.026
0.096464896,-0.4436,0.6622,0.6334,1.018
0.098522656,-0.4334,0.6568,0.6302,1.008
0.101146927,-0.4217,0.6514,0.6256,0.997
0.103129323,-0.4092,0.6458,0.6219,0.986
0.105969323,-0.3977,0.6407,0.6187,0.975
0.107883854,-0.3887,0.6358,0.6148,0.966
0.110191146,-0.3809,0.6319,0.6111,0.958
0.113120052,-0.3743,0.6290,0.6099,0.953
0.115194896,-0.3682,0.6268,0.6109,0.950
0.11742474,-0.3628,0.6248,0.6131,0.948
0.119993542,-0.3570,0.6234,0.6158,0.946
0.122016094,-0.3504,0.6214,0.6190,0.944
0.125623333,-0.3426,0.6194,0.6238,0.944
0.126605885,-0.3343,0.6170,0.6285,0.942
0.12972599,-0.3269,0.6143,0.6314,0.940
0.131300052,-0.3211,0.6111,0.6326,0.936
0.13373974,-0.3164,0.6087,0.6339,0.934
0.13605875,-0.3128,0.6068,0.6353,0.933
0.138354115,-0.3096,0.6053,0.6378,0.932
0.140759688,-0.3069,0.6036,0.6412,0.933
0.143291771,-0.3045,0.6016,0.6458,0.934
0.146108594,-0.3033,0.6004,0.6505,0.936
0.148151302,-0.3030,0.5997,0.6546,0.938
0.150270156,-0.3028,0.5984,0.6585,0.940
0.152613906,-0.3018,0.5972,0.6632,0.942
0.154852656,-0.3006,0.5955,0.6661,0.943
0.157193854,-0.3001,0.5938,0.6671,0.942
0.159894844,-0.2996,0.5921,0.6675,0.941
0.162029635,-0.2986,0.5909,0.6680,0.941
0.165498021,-0.2974,0.5897,0.6693,0.940
0.170754792,-0.2954,0.5882,0.6715,0.940
0.171070729,-0.2920,0.5867,0.6756,0.941
0.171346146,-0.2879,0.5850,0.6802,0.942
0.173588125,-0.2813,0.5843,0.6873,0.945
0.176157135,-0.2762,0.5828,0.6964,0.949
0.178170573,-0.2749,0.5809,0.7022,0.952
0.180783958,-0.2735,0.5789,0.7081,0.955
0.183061927,-0.2676,0.5772,0.7161,0.958
0.18535974,-0.2591,0.5753,0.7264,0.962
0.187713125,-0.2500,0.5735,0.7374,0.967
0.190004271,-0.2415,0.5713,0.7471,0.971
0.192493229,-0.2307,0.5682,0.7552,0.973
0.194807969,-0.2168,0.5650,0.7616,0.973
0.197165208,-0.1992,0.5630,0.7650,0.971
0.199800208,-0.1787,0.5633,0.7659,0.967
0.201761719,-0.1580,0.5640,0.7645,0.963
0.205523177,-0.1382,0.5630,0.7637,0.959
0.206353229,-0.1184,0.5587,0.7637,0.954
0.20878625,-0.1001,0.5518,0.7620,0.946
0.211107083,-0.0828,0.5442,0.7579,0.937
0.213421302,-0.0684,0.5369,0.7525,0.927
0.215894323,-0.0603,0.5315,0.7449,0.917
0.218152083,-0.0571,0.5286,0.7362,0.908
0.220686927,-0.0566,0.5279,0.7276,0.901
0.222846146,-0.0569,0.5284,0.7203,0.895
0.225457917,-0.0584,0.5301,0.7159,0.893
0.22757651,-0.0603,0.5318,0.7135,0.892
0.229957396,-0.0620,0.5330,0.7142,0.893
0.232225469,-0.0620,0.5333,0.7196,0.898
0.234573646,-0.0640,0.5325,0.7271,0.904
0.236968021,-0.0698,0.5318,0.7349,0.910
0.239432969,-0.0781,0.5318,0.7440,0.918
0.241824375,-0.0867,0.5315,0.7540,0.927
0.245030365,-0.0945,0.5308,0.7640,0.935
0.246357656,-0.1023,0.5296,0.7716,0.941
0.248830938,-0.1104,0.5284,0.7769,0.946
0.250990677,-0.1162,0.5272,0.7799,0.948
0.25352849,-0.1192,0.5262,0.7818,0.950
0.255722604,-0.1199,0.5252,0.7835,0.951
0.25798974,-0.1182,0.5230,0.7852,0.951
0.260397031,-0.1133,0.5203,0.7869,0.950
0.265388854,-0.1072,0.5176,0.7891,0.950
0.268545052,-0.1025,0.5164,0.7918,0.951
0.268870729,-0.0982,0.5149,0.7960,0.953
0.272880781,-0.0933,0.5135,0.8011,0.956
0.273240625,-0.0864,0.5113,0.8077,0.960
0.274533229,-0.0801,0.5098,0.8138,0.964
0.276754792,-0.0740,0.5103,0.8182,0.967
0.279008073,-0.0628,0.5152,0.8206,0.971
0.281386146,-0.0515,0.5191,0.8228,0.974
0.285656979,-0.0413,0.5189,0.8277,0.978
0.286170938,-0.0315,0.5176,0.8338,0.982
0.288475729,-0.0254,0.5159,0.8419,0.988
0.290747083,-0.0222,0.5140,0.8516,0.995
0.293531198,-0.0208,0.5113,0.8626,1.003
0.295495677,-0.0200,0.5084,0.8746,1.012
0.298253646,-0.0176,0.5057,0.8868,1.021
0.300474583,-0.0178,0.5042,0.9010,1.033
0.302834844,-0.0166,0.5047,0.9151,1.045
0.305402188,-0.0115,0.5047,0.9261,1.055
0.307212188,-0.0059,0.5035,0.9339,1.061
0.309508906,0.0005,0.5027,0.9408,1.067
0.312291615,0.0078,0.5037,0.9471,1.073
0.314263854,0.0168,0.5040,0.9503,1.076
0.316792865,0.0251,0.5025,0.9505,1.075
0.318936406,0.0339,0.5015,0.9498,1.075
0.321333021,0.0425,0.5015,0.9498,1.075
0.324876458,0.0505,0.5010,0.9483,1.074
0.325952865,0.0584,0.5008,0.9459,1.072
0.328269583,0.0645,0.5008,0.9430,1.070
0.330766302,0.0679,0.5003,0.9388,1.066
0.33318125,0.0681,0.4998,0.9349,1.062
0.33547474,0.0649,0.4998,0.9298,1.058
0.337633125,0.0576,0.4998,0.9229,1.051
0.340422865,0.0479,0.5005,0.9144,1.044
0.342302292,0.0366,0.5015,0.9041,1.035
0.34559599,0.0256,0.5025,0.8924,1.024
0.34931,0.0137,0.5030,0.8788,1.013
0.350698333,0.0017,0.5037,0.8634,1.000
0.35268474,-0.0103,0.5032,0.8460,0.984
0.354179167,-0.0205,0.5022,0.8280,0.969
0.35851875,-0.0293,0.5015,0.8094,0.953
0.359188333,-0.0366,0.5010,0.7921,0.938
0.36126224,-0.0427,0.5008,0.7760,0.925
0.365239375,-0.0481,0.5008,0.7606,0.912
0.366691823,-0.0518,0.5013,0.7462,0.900
0.36832276,-0.0540,0.5022,0.7320,0.889
0.370567656,-0.0552,0.5027,0.7181,0.878
0.372852083,-0.0557,0.5037,0.7039,0.867
0.375157708,-0.0552,0.5052,0.6898,0.857
0.377490052,-0.0547,0.5066,0.6756,0.846
0.380012552,-0.0552,0.5086,0.6612,0.836
0.382225833,-0.0559,0.5101,0.6468,0.826
0.385123958,-0.0562,0.5118,0.6329,0.816
0.386828958,-0.0564,0.5135,0.6187,0.806
0.389168854,-0.0564,0.5152,0.6060,0.797
0.391530156,-0.0562,0.5174,0.5945,0.790
0.393873437,-0.0549,0.5206,0.5850,0.785
0.396754479,-0.0530,0.5245,0.5767,0.781
0.398796875,-0.0515,0.5289,0.5691,0.779
0.401270729,-0.0508,0.5345,0.5628,0.778
0.40344099,-0.0496,0.5420,0.5589,0.780
0.40582151,-0.0483,0.5506,0.5565,0.784
0.40802875,-0.0476,0.5601,0.5557,0.790
0.410364062,-0.0457,0.5709,0.5567,0.799
0.413112917,-0.0398,0.5826,0.5589,0.808
0.415217604,-0.0317,0.5936,0.5596,0.816
0.417536406,-0.0242,0.6028,0.5567,0.821
0.419864531,-0.0195,0.6092,0.5496,0.821
0.422233698,-0.0190,0.6124,0.5377,0.815
0.425343958,-0.0203,0.6141,0.5245,0.808
0.426769844,-0.0210,0.6155,0.5106,0.800
0.432122604,-0.0195,0.6160,0.4947,0.790
0.432529167,-0.0166,0.6170,0.4793,0.781
0.434026406,-0.0137,0.6165,0.4632,0.771
0.436195885,-0.0117,0.6155,0.4480,0.761
0.438725,-0.0105,0.6155,0.4361,0.754
0.441038177,-0.0103,0.6155,0.4270,0.749
0.443375677,-0.0107,0.6170,0.4231,0.748
0.445936302,-0.0125,0.6199,0.4244,0.751
0.447960885,-0.0154,0.6251,0.4319,0.760
0.450151146,-0.0188,0.6307,0.4436,0.771
0.452676406,-0.0230,0.6358,0.4578,0.784
0.454869375,-0.0269,0.6404,0.4737,0.797
0.457318281,-0.0300,0.6439,0.4905,0.810
0.45987474,-0.0335,0.6458,0.5069,0.822
0.462074635,-0.0366,0.6468,0.5225,0.832
0.465854427,-0.0393,0.6461,0.5377,0.841
0.467719219,-0.0418,0.6436,0.5523,0.849
0.469781771,-0.0439,0.6395,0.5662,0.855
0.47158151,-0.0449,0.6341,0.5796,0.860
0.473873125,-0.0454,0.6263,0.5911,0.862
0.476272865,-0.0464,0.6158,0.5999,0.861
0.478438542,-0.0483,0.6038,0.6063,0.857
0.480756719,-0.0505,0.5901,0.6097,0.850
0.483153854,-0.0537,0.5757,0.6097,0.840
0.485565521,-0.0574,0.5604,0.6070,0.828
0.487856667,-0.0608,0.5450,0.6038,0.816
0.490836719,-0.0620,0.5306,0.6014,0.804
0.492560781,-0.0615,0.5171,0.5989,0.794
0.495006354,-0.0586,0.5047,0.5972,0.784
0.497369635,-0.0520,0.4942,0.5958,0.776
0.500086771,-0.0454,0.4830,0.5923,0.766
0.502023646,-0.0386,0.4717,0.5875,0.754
0.505991771,-0.0315,0.4612,0.5831,0.744
0.50648401,-0.0249,0.4512,0.5787,0.734
0.509068594,-0.0193,0.4419,0.5750,0.725
0.511357448,-0.0137,0.4336,0.5711,0.717
0.513814948,-0.0076,0.4253,0.5674,0.709
0.51609099,-0.0020,0.4165,0.5630,0.700
0.518326667,0.0037,0.4080,0.5582,0.691
0.520611406,0.0073,0.3982,0.5528,0.681
0.52301125,0.0056,0.3868,0.5450,0.668
0.525388542,-0.0010,0.3741,0.5359,0.654
0.527848646,-0.0068,0.3606,0.5284,0.640
0.530411198,-0.0107,0.3467,0.5232,0.628
0.532424792,-0.0125,0.3323,0.5201,0.617
0.534803958,-0.0112,0.3184,0.5193,0.609
0.537058073,-0.0083,0.3057,0.5201,0.603
0.539344844,-0.0066,0.2952,0.5228,0.600
0.541928333,-0.0054,0.2864,0.5276,0.600
0.545598542,-0.0042,0.2788,0.5350,0.603
0.547241406,-0.0032,0.2727,0.5430,0.608
0.54892026,-0.0039,0.2678,0.5518,0.613
0.551158333,-0.0046,0.2637,0.5591,0.618
0.553383229,-0.0076,0.2627,0.5687,0.626
0.555927812,-0.0115,0.2639,0.5792,0.637
0.559069479,-0.0144,0.2664,0.5887,0.646
0.561217969,-0.0181,0.2693,0.5965,0.655
0.564192083,-0.0215,0.2730,0.6028,0.662
0.574142969,-0.0249,0.2771,0.6077,0.668
0.575088073,-0.0281,0.2815,0.6116,0.674
0.576323333,-0.0308,0.2859,0.6151,0.679
0.576820937,-0.0327,0.2903,0.6192,0.685
0.577338281,-0.0356,0.2962,0.6268,0.694
0.577817552,-0.0391,0.3040,0.6392,0.709
0.579425989,-0.0432,0.3140,0.6558,0.728
0.582822917,-0.0479,0.3252,0.6759,0.752
0.597568437,-0.0515,0.3374,0.6990,0.778
0.598277187,-0.0542,0.3494,0.7242,0.806
0.598630052,-0.0576,0.3619,0.7491,0.834
0.598981927,-0.0603,0.3743,0.7730,0.861
0.599336198,-0.0606,0.3850,0.7955,0.886
0.599678125,-0.0588,0.3934,0.8158,0.908
0.600026094,-0.0549,0.3995,0.8319,0.924
0.600339531,-0.0510,0.4019,0.8416,0.934
0.602689635,-0.0427,0.4002,0.8460,0.937
0.605208073,-0.0161,0.3953,0.8558,0.943
0.607291875,0.0088,0.3882,0.8751,0.957
0.609693073,0.0181,0.3797,0.9029,0.980
0.612015156,0.0259,0.3699,0.9359,1.007
0.614543906,0.0449,0.3592,0.9696,1.035
0.617057864,0.0723,0.3474,0.9984,1.060
0.619247812,0.1021,0.3357,1.0196,1.078
0.621624323,0.1306,0.3240,1.0296,1.087
0.625047656,0.1565,0.3123,1.0265,1.084
0.626122812,0.1773,0.3003,1.0096,1.068
0.628596771,0.1929,0.2891,0.9806,1.040
0.630999844,0.2051,0.2786,0.9422,1.004
0.633251823,0.2146,0.2683,0.8985,0.962
0.635766719,0.2173,0.2593,0.8509,0.916
0.637960312,0.2183,0.2532,0.8011,0.868
0.640405156,0.2193,0.2493,0.7525,0.822
0.642916771,0.2227,0.2461,0.7078,0.782
0.64534125,0.2276,0.2434,0.6695,0.748
0.6502725,0.2329,0.2407,0.6407,0.723
0.650969635,0.2390,0.2383,0.6238,0.709
0.660204896,0.2473,0.2354,0.6197,0.708
0.660691614,0.2586,0.2327,0.6268,0.717
0.661038594,0.2718,0.2298,0.6431,0.735
0.661353073,0.2852,0.2278,0.6673,0.761
0.66165375,0.2969,0.2271,0.6973,0.791
0.665251771,0.3057,0.2268,0.7308,0.824
0.666593906,0.3108,0.2263,0.7645,0.856
0.66861776,0.3130,0.2246,0.7952,0.884
0.670659948,0.3133,0.2219,0.8211,0.906
0.673285,0.3108,0.2173,0.8409,0.922
0.675574375,0.3076,0.2112,0.8529,0.931
0.677785521,0.3045,0.2031,0.8570,0.932
0.680242187,0.3008,0.1944,0.8543,0.926
0.682465989,0.2989,0.1858,0.8453,0.916
0.685430469,0.2974,0.1782,0.8311,0.901
0.687309792,0.2967,0.1724,0.8138,0.883
0.689556771,0.2989,0.1685,0.7955,0.866
0.691961614,0.3025,0.1653,0.7796,0.852
0.694163437,0.3096,0.1621,0.7645,0.841
0.697151667,0.3181,0.1599,0.7491,0.829
0.698910729,0.3264,0.1577,0.7362,0.821
0.701621198,0.3352,0.1560,0.7247,0.814
0.705146094,0.3450,0.1550,0.7132,0.807
0.705969531,0.3538,0.1543,0.7027,0.802
0.708400677,0.3619,0.1533,0.6915,0.795
0.710644635,0.3689,0.1524,0.6783,0.787
0.713021406,0.3733,0.1514,0.6649,0.777
0.715723229,0.3767,0.1504,0.6492,0.766
0.717729323,0.3782,0.1492,0.6321,0.752
0.720165885,0.3777,0.1475,0.6143,0.736
0.722390885,0.3748,0.1465,0.5958,0.719
0.725293542,0.3699,0.1450,0.5787,0.702
0.72696375,0.3633,0.1433,0.5628,0.685
0.729335104,0.3562,0.1416,0.5486,0.669
0.732156771,0.3489,0.1406,0.5357,0.655
0.734241406,0.3411,0.1402,0.5240,0.641
0.736481562,0.3333,0.1404,0.5137,0.628
0.738748229,0.3262,0.1416,0.5057,0.618
0.741165469,0.3201,0.1438,0.4998,0.611
0.743474427,0.3162,0.1472,0.4949,0.605
0.746090729,0.3140,0.1511,0.4908,0.602
0.750406771,0.3140,0.1548,0.4876,0.600
0.75106,0.3167,0.1575,0.4849,0.600
0.755114375,0.3216,0.1594,0.4822,0.601
0.755560885,0.3284,0.1602,0.4798,0.603
0.762339219,0.3367,0.1592,0.4773,0.605
0.762820417,0.3460,0.1570,0.4754,0.609
0.763161667,0.3555,0.1531,0.4732,0.611
0.765583281,0.3655,0.1480,0.4717,0.615
0.767172864,0.3760,0.1411,0.4710,0.619
0.769292864,0.3875,0.1331,0.4708,0.624
0.771588229,0.3975,0.1253,0.4710,0.629
0.77382776,0.4060,0.1174,0.4710,0.633
0.776170573,0.4136,0.1101,0.4717,0.637
0.778482344,0.4200,0.1033,0.4732,0.641
0.781288594,0.4244,0.0972,0.4742,0.644
0.783654844,0.4285,0.0925,0.4742,0.646
0.786646614,0.4336,0.0889,0.4720,0.647
0.788224271,0.4400,0.0862,0.4666,0.647
0.790342604,0.4463,0.0845,0.4603,0.647
0.792669479,0.4537,0.0830,0.4549,0.648
0.794981771,0.4620,0.0813,0.4488,0.649
0.797741875,0.4715,0.0801,0.4412,0.651
0.799924791,0.4822,0.0776,0.4319,0.652
0.802479166,0.4935,0.0750,0.4205,0.653
0.80544901,0.5059,0.0720,0.4078,0.654
0.806761979,0.5201,0.0701,0.3960,0.657
0.809174948,0.5337,0.0684,0.3863,0.662
0.811380989,0.5460,0.0654,0.3765,0.666
0.814656614,0.5565,0.0608,0.3658,0.669
0.81625,0.5652,0.0557,0.3550,0.670
0.81862651,0.5728,0.0501,0.3457,0.671
0.820893281,0.5794,0.0449,0.3379,0.672
0.823155625,0.5855,0.0388,0.3308,0.674
0.825753541,0.5911,0.0315,0.3238,0.675
0.828071458,0.5970,0.0254,0.3160,0.676
0.830613385,0.6011,0.0168,0.3047,0.674
0.832607291,0.6043,0.0071,0.3015,0.675
0.835030052,0.6099,-0.0010,0.2967,0.678
0.837617291,0.6163,-0.0078,0.2928,0.682
0.839537239,0.6226,-0.0139,0.2896,0.687
0.841885937,0.6297,-0.0193,0.2857,0.692
0.845606614,0.6385,-0.0230,0.2766,0.696
0.847569791,0.6434,-0.0300,0.2647,0.696
0.849573594,0.6483,-0.0364,0.2588,0.699
0.8518825,0.6546,-0.0418,0.2512,0.702
0.853600364,0.6605,-0.0474,0.2454,0.706
0.856011562,0.6651,-0.0540,0.2410,0.709
0.858498646,0.6685,-0.0588,0.2337,0.711
0.860916146,0.6688,-0.0659,0.2337,0.711
0.863114687,0.6675,-0.0747,0.2344,0.711
0.86739875,0.6644,-0.0825,0.2361,0.710
0.8682875,0.6595,-0.0906,0.2407,0.708
0.878124219,0.6536,-0.0989,0.2451,0.705
0.878619635,0.6478,-0.1077,0.2486,0.702
0.878942708,0.6414,-0.1145,0.2544,0.699
0.879238125,0.6348,-0.1184,0.2757,0.702
0.879522031,0.6346,-0.1204,0.2571,0.695
0.882340729,0.6475,-0.1328,0.1130,0.671
0.885517031,0.6612,-0.1673,-0.0061,0.682
0.88649625,0.6744,-0.1890,-0.0945,0.707
0.888828802,0.6800,-0.1956,-0.1040,0.715
0.891083437,0.6727,-0.1968,-0.0405,0.702
0.893547656,0.6671,-0.1948,0.0425,0.696
0.895898541,0.6729,-0.1936,0.1399,0.714
0.898255885,0.6890,-0.1936,0.2442,0.756
0.900945625,0.7083,-0.1892,0.3399,0.808
0.903157864,0.7203,-0.1856,0.4100,0.849
0.905577604,0.7291,-0.1802,0.4532,0.877
0.907536666,0.7393,-0.1729,0.4651,0.890
0.909919739,0.7523,-0.1655,0.4600,0.897
0.912415416,0.7645,-0.1609,0.4593,0.906
0.914734583,0.7813,-0.1648,0.4666,0.925
0.917215833,0.8053,-0.1687,0.4834,0.954
0.919247969,0.8285,-0.1731,0.5037,0.985
0.921909219,0.8446,-0.1778,0.5152,1.005
0.925160989,0.8582,-0.1853,0.5113,1.016
0.926268177,0.8719,-0.1941,0.4878,1.018
0.928971771,0.8853,-0.2019,0.4515,1.014
0.933824635,0.8995,-0.2092,0.4114,1.011
0.934528541,0.9188,-0.2210,0.3748,1.017
0.936562552,0.9398,-0.2368,0.3474,1.030
0.938058646,0.9588,-0.2537,0.3291,1.045
0.941225469,0.9725,-0.2710,0.3174,1.058
0.942723385,0.9786,-0.2888,0.3064,1.065
0.945504427,0.9786,-0.3062,0.2918,1.066
0.948067604,0.9752,-0.3252,0.2737,1.064
0.951771302,0.9720,-0.3455,0.2559,1.063
0.952414687,0.9703,-0.3665,0.2422,1.065
0.954940156,0.9691,-0.3846,0.2378,1.069
0.956898489,0.9686,-0.4021,0.2432,1.077
0.978361719,0.9667,-0.4190,0.2556,1.084
0.97886,0.9649,-0.4341,0.2698,1.092
0.978989896,0.9632,-0.4466,0.2854,1.099
0.979093802,0.9613,-0.4576,0.3015,1.107
0.979200833,0.9588,-0.4668,0.3181,1.113
0.979306927,0.9566,-0.4734,0.3369,1.119
0.979409219,0.9547,-0.4781,0.3582,1.126
0.979522291,0.9527,-0.4803,0.3814,1.133
0.980761562,0.9500,-0.4795,0.4056,1.139
0.980927969,0.9471,-0.4761,0.4275,1.143
0.991252552,0.9447,-0.4698,0.4458,1.145
0.991883489,0.9422,-0.4622,0.4598,1.146
0.992078698,0.9410,-0.4541,0.4695,1.146
0.992198489,0.9413,-0.4461,0.4759,1.145
0.992320573,0.9439,-0.4380,0.4793,1.146
0.994834635,0.9486,-0.4312,0.4795,1.147
0.998014062,0.9552,-0.4261,0.4766,1.149
1.000115312,0.9623,-0.4234,0.4695,1.151
1.001410937,0.9691,-0.4234,0.4588,1.153
1.004992656,0.9781,-0.4248,0.4439,1.155
1.007862864,0.9898,-0.4285,0.4263,1.160
1.008576198,1.0028,-0.4351,0.4075,1.167
1.010945781,1.0152,-0.4436,0.3892,1.174
1.013419531,1.0277,-0.4541,0.3721,1.184
1.019597135,1.0394,-0.4664,0.3562,1.194
1.020185573,1.0497,-0.4800,0.3423,1.204
1.020331458,1.0592,-0.4937,0.3294,1.214
1.022560677,1.0675,-0.5074,0.3179,1.224
1.025583646,1.0714,-0.5189,0.3086,1.230
1.027501666,1.0714,-0.5254,0.3020,1.231
1.033029166,1.0712,-0.5254,0.2984,1.230
1.035391354,1.0677,-0.5242,0.2984,1.226
1.036031302,1.0621,-0.5264,0.2989,1.223
1.045694635,1.0563,-0.5291,0.2979,1.218
1.047856927,1.0519,-0.5318,0.2976,1.216
1.048337604,1.0492,-0.5342,0.2989,1.215
1.048711562,1.0477,-0.5372,0.3013,1.215
1.049097083,1.0470,-0.5406,0.3052,1.217
1.049444114,1.0475,-0.5445,0.3103,1.221
1.05091026,1.0497,-0.5491,0.3172,1.226
1.053082968,1.0533,-0.5543,0.3264,1.234
1.055358125,1.0587,-0.5596,0.3379,1.244
1.057761302,1.0648,-0.5650,0.3506,1.255
1.060062968,1.0748,-0.5679,0.3604,1.268
1.062447343,1.0878,-0.5684,0.3670,1.281
1.065745729,1.1024,-0.5689,0.3706,1.295
1.067066354,1.1183,-0.5701,0.3721,1.309
1.069363698,1.1349,-0.5723,0.3733,1.325
1.07175,1.1510,-0.5750,0.3753,1.340
1.074346718,1.1674,-0.5782,0.3767,1.356
1.076454114,1.1825,-0.5811,0.3760,1.370
1.080049479,1.1937,-0.5848,0.3750,1.381
1.083210416,1.2047,-0.5877,0.3692,1.390
1.08412276,1.2142,-0.5897,0.3601,1.397
1.085860052,1.2228,-0.5909,0.3487,1.402
1.088404896,1.2291,-0.5914,0.3350,1.405
1.090631406,1.2333,-0.5928,0.3191,1.405
1.093011979,1.2357,-0.5972,0.3006,1.405
1.096606302,1.2369,-0.6048,0.2801,1.405
1.098909635,1.2367,-0.6148,0.2583,1.405
1.100337656,1.2345,-0.6268,0.2368,1.405
1.102671614,1.2294,-0.6397,0.2171,1.403
1.105474218,1.2223,-0.6531,0.2000,1.400
1.106953593,1.2142,-0.6658,0.1868,1.397
1.1094025,1.2062,-0.6761,0.1775,1.394
1.111470573,1.1984,-0.6839,0.1719,1.390
1.114892916,1.1906,-0.6871,0.1695,1.385
1.116496354,1.1815,-0.6832,0.1724,1.376
1.118679635,1.1686,-0.6734,0.1836,1.361
1.121627135,1.1539,-0.6646,0.1968,1.346
1.123587656,1.1410,-0.6566,0.2088,1.333
1.126082864,1.1312,-0.6495,0.2185,1.323
1.128501927,1.1251,-0.6419,0.2276,1.315
1.133832448,1.1205,-0.6326,0.2359,1.308
1.134520312,1.1107,-0.6202,0.2481,1.296
1.136551562,1.0970,-0.6133,0.2617,1.284
1.137457083,1.0843,-0.6099,0.2715,1.273
1.139747187,1.0743,-0.6068,0.2776,1.265
1.142402448,1.0660,-0.6048,0.2840,1.258
1.145581458,1.0580,-0.6053,0.2896,1.253
1.146918229,1.0511,-0.6094,0.2920,1.250
1.150332239,1.0462,-0.6153,0.2925,1.249
1.1515725,1.0414,-0.6236,0.2940,1.249
1.153815781,1.0362,-0.6343,0.2940,1.250
1.15664651,1.0306,-0.6475,0.2937,1.252
1.158484166,1.0265,-0.6627,0.2923,1.256
1.160810625,1.0228,-0.6778,0.2925,1.261
1.16310901,1.0209,-0.6942,0.2930,1.269
1.166385104,1.0209,-0.7110,0.2940,1.278
1.16817026,1.0231,-0.7279,0.2928,1.289
1.170292343,1.0289,-0.7415,0.2908,1.301
1.172707187,1.0367,-0.7523,0.2874,1.313
1.175177708,1.0441,-0.7594,0.2823,1.321
1.17746526,1.0494,-0.7606,0.2705,1.324
1.180609791,1.0543,-0.7579,0.2532,1.323
1.185934791,1.0560,-0.7484,0.2412,1.317
1.18732875,1.0546,-0.7364,0.2271,1.306
1.187859948,1.0541,-0.7232,0.2134,1.296
1.189095625,1.0533,-0.7081,0.1985,1.285
1.191314479,1.0538,-0.6925,0.1753,1.273
1.193670625,1.0541,-0.6739,0.1575,1.261
1.196037396,1.0560,-0.6590,0.1328,1.252
1.198706875,1.0594,-0.6444,0.1116,1.245
1.200991041,1.0626,-0.6314,0.0899,1.239
1.20318177,1.0660,-0.6224,0.0725,1.237
1.205630573,1.0665,-0.6146,0.0574,1.232
1.207967187,1.0672,-0.6107,0.0457,1.230
1.210187239,1.0653,-0.6094,0.0320,1.228
1.212886875,1.0607,-0.6089,0.0178,1.223
1.21862552,1.0553,-0.6075,0.0037,1.218
1.218989427,1.0536,-0.6019,-0.0142,1.213
1.223704948,1.0514,-0.5914,-0.0269,1.207
1.224237031,1.0492,-0.5814,-0.0325,1.200
1.225595052,1.0453,-0.5735,-0.0305,1.193
1.226396614,1.0421,-0.5667,-0.0254,1.186
1.22879427,1.0431,-0.5584,-0.0200,1.183
1.231185573,1.0389,-0.5567,-0.0159,1.179
1.233544479,1.0318,-0.5618,-0.0154,1.175
1.235933437,1.0255,-0.5728,-0.0176,1.175
1.238249218,1.0209,-0.5887,-0.0227,1.179
1.240761562,1.0167,-0.6089,-0.0295,1.185
1.242979427,1.0123,-0.6341,-0.0352,1.195
1.245365833,1.0082,-0.6622,-0.0396,1.207
1.249362187,1.0057,-0.6929,-0.0415,1.222
1.252199791,1.0050,-0.7266,-0.0427,1.241
1.253006562,1.0060,-0.7606,-0.0437,1.262
1.25480401,1.0094,-0.7965,-0.0457,1.287
1.257158125,1.0152,-0.8326,-0.0508,1.314
1.2594925,1.0226,-0.8687,-0.0591,1.343
1.261825781,1.0306,-0.9032,-0.0701,1.372
1.265354583,1.0348,-0.9339,-0.0823,1.396
