time,gFx,gFy,gFz,TgF
9.670739267,-0.3372,-0.9588,0.0085,1.016
9.673034007,-0.3282,-0.9647,0.0039,1.019
9.675146246,-0.3150,-0.9679,0.0037,1.018
9.677579007,-0.3059,-0.9632,0.0024,1.011
9.679931351,-0.3006,-0.9574,-0.0015,1.003
9.682583069,-0.3113,-0.9613,-0.0027,1.010
9.684545569,-0.3181,-0.9642,0.0061,1.015
9.686960361,-0.3128,-0.9598,0.0249,1.010
9.689266246,-0.3282,-0.9540,0.0200,1.009
9.69167333,-0.3687,-0.9547,0.0066,1.023
9.693930413,-0.3887,-0.9576,0.0054,1.034
9.69636458,-0.4173,-0.9696,-0.0046,1.056
9.698606611,-0.4307,-0.9869,-0.0051,1.077
9.702328382,-0.4156,-1.0052,-0.0103,1.088
9.703313382,-0.3724,-1.0209,-0.0105,1.087
9.705659267,-0.3233,-1.0270,-0.0134,1.077
9.70799484,-0.3201,-1.0250,-0.0166,1.074
9.710511871,-0.3643,-1.0306,-0.0244,1.093
9.71291833,-0.4207,-1.0384,-0.0305,1.121
9.715048382,-0.4500,-1.0331,-0.0330,1.127
9.71743083,-0.4634,-1.0299,-0.0383,1.130
9.719844476,-0.4261,-1.0162,-0.0442,1.103
9.722453278,-0.3694,-1.0011,-0.0442,1.068
9.72443234,-0.3201,-0.9898,-0.0408,1.041
9.726741819,-0.3062,-0.9869,-0.0347,1.034
9.729294736,-0.4070,-1.0013,-0.0115,1.081
9.731646976,-0.4815,-1.0013,-0.0061,1.111
9.733911871,-0.5137,-1.0018,-0.0081,1.126
9.736156194,-0.5257,-1.0028,-0.0049,1.132
9.738562444,-0.4524,-0.9857,-0.0085,1.085
9.742039371,-0.3741,-0.9649,-0.0173,1.035
9.743179788,-0.3453,-0.9493,-0.0222,1.010
9.745515257,-0.3467,-0.9403,-0.0220,1.002
9.74790708,-0.3587,-0.9234,-0.0281,0.991
9.750474319,-0.3389,-0.8983,-0.0339,0.961
9.75254984,-0.3650,-0.9019,-0.0225,0.973
9.754885257,-0.4349,-0.9398,-0.0042,1.036
9.75738359,-0.4805,-0.9850,0.0056,1.096
9.759592028,-0.4917,-1.0306,0.0212,1.142
9.76243109,-0.4256,-0.9972,0.0193,1.084
9.764270934,-0.3658,-0.9342,0.0100,1.003
9.766767705,-0.3643,-0.9061,0.0063,0.977
9.768973486,-0.3890,-0.9161,0.0120,0.995
9.771358382,-0.4097,-0.9405,0.0193,1.026
9.77365083,-0.4236,-0.9610,0.0281,1.051
9.776104632,-0.4075,-0.9703,0.0269,1.053
9.778353486,-0.3645,-0.9640,0.0198,1.031
9.781948382,-0.3147,-0.9254,0.0110,0.978
9.783079788,-0.2823,-0.8883,0.0024,0.932
9.785416507,-0.3059,-0.8836,0.0122,0.935
9.787729892,-0.3575,-0.9227,0.0266,0.990
9.790213382,-0.3809,-0.9515,0.0315,1.025
9.792387236,-0.3557,-0.9464,0.0273,1.011
9.794859736,-0.3365,-0.9342,0.0303,0.993
9.797184267,-0.3150,-0.9486,0.0315,1.000
9.799442913,-0.2683,-0.9398,0.0344,0.978
9.802449788,-0.2327,-0.9356,0.0388,0.965
9.804221976,-0.2261,-0.9413,0.0444,0.969
9.806489111,-0.2305,-0.9378,0.0420,0.967
9.808841507,-0.2354,-0.9466,0.0466,0.977
9.811191351,-0.2305,-0.9395,0.0471,0.969
9.813698069,-0.2193,-0.9271,0.0369,0.953
9.815900673,-0.2095,-0.9286,0.0344,0.953
9.818222861,-0.2222,-0.9154,0.0386,0.943
9.820514007,-0.2390,-0.9203,0.0291,0.951
9.823000726,-0.2488,-0.9261,0.0249,0.959
9.825215986,-0.2503,-0.9288,0.0239,0.962
9.827577288,-0.2483,-0.9413,0.0249,0.974
9.83019984,-0.2447,-0.9549,0.0344,0.986
9.832348017,-0.2498,-0.9557,0.0344,0.988
9.834701298,-0.2542,-0.9505,0.0273,0.984
9.83696583,-0.2600,-0.9515,0.0288,0.987
9.839277444,-0.2630,-0.9520,0.0344,0.988
9.842625569,-0.2459,-0.9432,0.0303,0.975
9.843965048,-0.2473,-0.9461,0.0313,0.978
9.846387444,-0.2483,-0.9425,0.0347,0.975
9.848762861,-0.2613,-0.9474,0.0303,0.983
9.851112392,-0.2808,-0.9376,0.0247,0.979
9.853385048,-0.2903,-0.9244,0.0220,0.969
9.85575958,-0.3130,-0.9205,0.0120,0.972
9.85810583,-0.3382,-0.9220,0.0117,0.982
9.860442184,-0.3487,-0.9110,0.0071,0.975
9.862970934,-0.3372,-0.8985,0.0081,0.960
9.865145309,-0.3218,-0.8951,0.0005,0.951
9.867443226,-0.3406,-0.8976,-0.0002,0.960
9.870098278,-0.3692,-0.8990,0.0022,0.972
9.872153486,-0.3975,-0.8907,-0.0039,0.975
9.874494111,-0.4095,-0.8885,-0.0129,0.978
9.87683083,-0.4258,-0.8817,-0.0251,0.979
9.879295361,-0.4566,-0.8871,-0.0266,0.998
9.882675153,-0.4649,-0.9017,-0.0359,1.015
9.883877028,-0.4610,-0.9034,-0.0400,1.015
9.886202184,-0.4490,-0.9305,-0.0366,1.034
9.888655413,-0.4429,-0.9239,-0.0366,1.025
9.891033226,-0.4441,-0.9476,-0.0400,1.047
9.893287601,-0.4573,-0.9750,-0.0310,1.077
9.895729215,-0.4808,-0.9439,-0.0291,1.060
9.898001923,-0.4849,-0.8861,-0.0364,1.011
9.900265413,-0.4820,-0.8621,-0.0422,0.989
9.902730257,-0.5064,-0.8890,-0.0437,1.024
9.904969215,-0.5557,-0.9855,-0.0105,1.131
9.907411559,-0.5613,-1.0812,0.0044,1.218
9.909916142,-0.4964,-1.0226,0.0293,1.137
9.912288173,-0.4390,-0.8775,0.0122,0.981
9.914476246,-0.4424,-0.7645,-0.0005,0.883
9.916737809,-0.4878,-0.7464,-0.0208,0.892
9.919020361,-0.4825,-0.8153,-0.0418,0.948
9.922550413,-0.4100,-0.9032,-0.0325,0.992
9.923749944,-0.3433,-0.9017,0.0330,0.965
9.926169423,-0.2791,-0.9051,0.1177,0.954
9.928472965,-0.2598,-0.9483,0.1680,0.998
9.930858538,-0.2583,-0.9903,0.1648,1.037
9.933099944,-0.2688,-0.9920,0.1414,1.038
9.935502132,-0.2744,-0.9745,0.1062,1.018
9.937788434,-0.2652,-0.9706,0.0935,1.010
9.940144111,-0.2884,-0.9833,0.0850,1.028
9.942598955,-0.3824,-1.0572,0.0803,1.127
9.944991923,-0.4295,-1.0343,0.0884,1.123
9.947203434,-0.4659,-0.9361,0.0400,1.046
9.94970135,-0.5101,-0.8871,0.0105,1.023
9.951965882,-0.5142,-0.8924,-0.0178,1.030
9.954296819,-0.4905,-0.8995,-0.0188,1.025
9.956533486,-0.4439,-0.8917,-0.0161,0.996
9.95897333,-0.4007,-0.8709,-0.0530,0.960
9.962484371,-0.3999,-0.7752,-0.1306,0.882
9.963698955,-0.3435,-0.7039,-0.0491,0.785
9.96592385,-0.2254,-0.6705,-0.0820,0.712
9.968341246,0.2854,-0.3858,-0.0273,0.481
9.972140778,0.3384,-0.6971,0.4080,0.876
9.97306484,0.1348,-1.1801,0.2078,1.206
9.975321923,-0.2791,-1.2677,0.0137,1.298
9.977754944,-0.5435,-1.1559,0.0142,1.277
9.9799826,-0.4559,-1.1808,0.2063,1.282
9.982685778,-0.3389,-1.2538,0.2720,1.327
9.984748903,-0.3821,-1.2445,0.2117,1.319
9.987075517,-0.4844,-1.1906,0.1028,1.289
9.989467236,-0.6033,-1.0968,-0.0386,1.252
9.991902184,-0.6221,-1.0150,-0.1133,1.196
9.994247705,-0.5550,-0.9715,-0.1345,1.127
9.996445309,-0.4490,-0.9618,-0.1013,1.066
9.998835778,-0.3804,-0.9569,-0.0569,1.031
10.002501923,-0.3816,-0.9483,-0.0503,1.023
10.003565205,-0.4017,-0.9278,-0.0452,1.012
10.005834996,-0.4300,-0.8963,-0.0559,0.996
10.008154423,-0.4664,-0.8663,-0.0659,0.986
10.012350934,-0.4847,-0.8538,-0.0588,0.984
10.01359708,-0.4793,-0.8414,-0.0459,0.969
10.016291246,-0.4698,-0.8387,-0.0222,0.962
10.017634267,-0.4485,-0.8602,0.0020,0.970
10.02007234,-0.4141,-0.8788,0.0366,0.972
10.022569267,-0.3748,-0.8863,0.0295,0.963
10.024686715,-0.3382,-0.8875,0.0383,0.951
10.027040621,-0.2993,-0.9051,0.0559,0.955
10.029388642,-0.2429,-0.9413,0.0669,0.974
10.031770986,-0.2244,-0.9610,0.1045,0.992
10.035096663,-0.2913,-0.9996,0.2088,1.062
10.036418486,-0.4600,-0.9632,0.0867,1.071
10.039756142,-0.5240,-0.8429,-0.0129,0.993
10.042350569,-0.4178,-0.7894,0.0166,0.893
10.043399163,-0.2791,-0.8070,0.0198,0.854
10.045709267,-0.2034,-0.8455,0.0171,0.870
10.048310257,-0.2066,-0.8890,0.0234,0.913
10.050736663,-0.2598,-0.9059,0.0129,0.942
10.05353859,-0.3152,-0.8775,-0.0227,0.933
10.05930458,-0.3697,-0.8604,0.0154,0.937
10.062061767,-0.4046,-0.8424,0.0371,0.935
10.062701455,-0.4173,-0.8741,0.0857,0.972
10.063206663,-0.4248,-0.8680,0.0488,0.968
10.064715569,-0.4351,-0.8114,-0.0303,0.921
10.067117132,-0.4478,-0.7611,0.0083,0.883
10.069304632,-0.4451,-0.7318,0.0107,0.857
10.071675673,-0.4168,-0.7616,0.0435,0.869
10.074249319,-0.4244,-0.7826,0.0435,0.891
10.076788173,-0.4546,-0.8101,0.0493,0.930
10.086672705,-0.5025,-0.8311,0.0701,0.974
10.08756734,-0.5362,-0.8468,0.0872,1.006
10.095696819,-0.5518,-0.8099,0.0435,0.981
10.096524007,-0.5396,-0.7789,0.0278,0.948
10.0973251,-0.5240,-0.7957,0.0496,0.954
10.097953069,-0.5374,-0.8490,0.0603,1.007
10.098451611,-0.5599,-0.8631,0.0444,1.030
10.100066819,-0.5682,-0.8634,0.0298,1.034
10.100842444,-0.5652,-0.8980,0.0386,1.062
10.101387861,-0.5442,-0.9574,0.0640,1.103
10.102896819,-0.5469,-0.9593,0.0630,1.106
10.104935413,-0.5384,-0.9505,0.0523,1.094
10.10768359,-0.5406,-0.9464,0.0393,1.091
10.109292132,-0.5386,-0.9637,0.0405,1.105
10.111575569,-0.5037,-1.0069,0.0637,1.128
10.114008538,-0.4488,-1.1083,0.0947,1.199
10.119352548,-0.3811,-1.1500,0.0933,1.215
10.120114215,-0.3094,-1.1227,0.0508,1.166
10.122372132,-0.2766,-1.0831,0.0212,1.118
10.124123955,-0.2713,-1.0387,0.0271,1.074
10.125608225,-0.2600,-1.0387,0.0266,1.071
10.12809958,-0.2830,-1.0438,0.0227,1.082
10.130722392,-0.2981,-1.0428,0.0176,1.085
10.133059059,-0.2991,-1.0333,-0.0010,1.076
10.134898955,-0.3020,-0.9891,-0.0142,1.034
10.137274944,-0.3157,-0.9356,-0.0342,0.988
10.14007734,-0.3521,-0.9276,-0.0544,0.994
10.142617496,-0.4070,-0.9295,-0.0483,1.016
10.144365257,-0.4280,-0.9410,-0.0325,1.034
10.146825986,-0.4129,-0.9667,-0.0085,1.051
10.148990205,-0.4109,-0.9764,-0.0027,1.059
10.151679059,-0.4187,-0.9869,-0.0115,1.072
10.153924059,-0.4380,-1.0140,-0.0222,1.105
10.15597885,-0.4903,-1.0472,-0.0418,1.157
10.158316923,-0.4610,-1.1066,-0.0022,1.199
10.160823434,-0.3413,-1.1239,0.0540,1.176
10.163188277,-0.2139,-1.1490,0.0007,1.169
10.16539984,-0.1594,-1.0751,-0.0237,1.087
10.16773635,-0.1550,-0.9347,-0.0625,0.949
10.170524215,-0.1868,-0.9137,-0.0908,0.937
10.172418382,-0.2827,-0.9334,-0.0757,0.978
10.174907965,-0.4185,-0.9432,-0.0667,1.034
10.177152965,-0.7674,-1.0099,-0.0134,1.268
10.179444059,-0.9186,-1.1898,-0.0259,1.503
10.182742705,-0.3863,-1.1698,0.1318,1.239
10.184195934,-0.2915,-1.0795,0.1721,1.131
10.186541455,-0.1966,-0.9952,0.0676,1.017
10.189012392,-0.0012,-0.9405,-0.0073,0.941
10.1912551,0.0452,-0.8538,-0.0625,0.857
10.193696767,0.0566,-0.8192,-0.0740,0.824
10.19592208,0.0264,-0.7852,-0.0618,0.788
10.198239996,-0.0796,-0.7205,-0.0469,0.726
10.200509371,-0.1934,-0.6690,-0.0559,0.699
10.203030517,-0.2608,-0.7012,-0.0520,0.750
10.205520934,-0.3162,-0.6915,-0.0610,0.763
10.207762184,-0.3658,-0.6881,-0.0623,0.782
10.210061402,-0.4429,-0.6651,-0.1460,0.812
10.21234385,-0.4805,-0.6058,0.0471,0.775
10.21471958,-0.3733,-0.6771,0.0205,0.773
10.217083225,-0.2605,-0.7474,-0.0188,0.792
10.219867548,-0.1731,-0.8258,0.0347,0.844
10.222880152,-0.0901,-0.9913,0.0501,0.997
10.224061923,-0.0083,-1.1788,0.0581,1.180
10.22653208,0.0579,-1.3016,0.0899,1.306
10.228778955,0.0532,-1.3598,0.1196,1.366
10.231025986,-0.0022,-1.3434,0.1135,1.348
10.233410361,-0.0730,-1.3060,0.1231,1.314
10.235904944,-0.1631,-1.1949,0.0862,1.209
10.23809833,-0.2525,-1.0858,0.0408,1.116
10.240472444,-0.3264,-1.0279,0.0061,1.079
10.242815673,-0.3638,-0.9405,-0.0278,1.009
10.245252861,-0.2857,-0.8783,-0.0139,0.924
10.247707444,-0.2874,-0.8162,-0.0042,0.865
10.250082548,-0.3284,-0.7515,-0.0337,0.821
10.254820361,-0.3977,-0.7542,-0.0515,0.854
10.255199944,-0.4754,-0.7728,-0.0642,0.910
10.256791507,-0.5633,-0.7777,-0.0720,0.963
10.259329996,-0.6409,-0.7855,-0.0637,1.016
10.26267135,-0.6922,-0.7996,-0.0654,1.060
10.264154111,-0.6937,-0.8412,-0.0676,1.092
10.266419007,-0.6417,-0.8685,-0.0439,1.081
10.26868135,-0.5755,-0.8814,-0.0430,1.054
10.271154059,-0.5267,-0.8780,-0.0444,1.025
10.27342609,-0.4988,-0.8785,-0.0435,1.011
10.275601559,-0.4695,-0.9005,-0.0361,1.016
10.277923694,-0.4495,-0.9232,-0.0317,1.027
10.280239059,-0.4314,-0.9347,-0.0349,1.030
10.282799059,-0.4227,-0.9405,-0.0464,1.032
10.285082809,-0.4107,-0.9466,-0.0461,1.033
10.287416715,-0.4156,-0.9283,-0.0559,1.019
10.289910569,-0.4295,-0.8993,-0.0698,0.999
10.29208635,-0.4412,-0.8800,-0.0786,0.988
10.29438609,-0.4512,-0.8675,-0.0779,0.981
10.296775205,-0.4539,-0.8619,-0.0779,0.977
10.299040934,-0.4480,-0.8626,-0.0703,0.975
10.302708434,-0.4515,-0.8724,-0.0706,0.985
10.30379885,-0.4554,-0.8853,-0.0696,0.998
10.30664458,-0.4585,-0.9041,-0.0667,1.016
10.308842861,-0.4588,-0.9273,-0.0576,1.036
10.311183538,-0.4488,-0.9537,-0.0432,1.055
10.313268746,-0.4236,-0.9764,-0.0320,1.065
10.315500205,-0.3894,-0.9977,-0.0186,1.071
10.317979684,-0.3582,-1.0177,-0.0186,1.079
10.320236923,-0.3238,-1.0296,-0.0164,1.079
10.322750048,-0.2893,-1.0340,-0.0154,1.074
10.324894319,-0.2644,-1.0375,-0.0181,1.071
10.32720885,-0.2520,-1.0292,-0.0203,1.060
10.329774788,-0.2400,-1.0201,-0.0217,1.048
10.3319301,-0.2229,-1.0128,-0.0227,1.037
10.334344111,-0.1929,-1.0135,-0.0251,1.032
10.33651385,-0.1648,-1.0123,-0.0293,1.026
10.338939059,-0.1609,-0.9942,-0.0256,1.008
10.342453642,-0.1577,-0.9962,-0.0190,1.009
10.343549684,-0.1463,-1.0108,-0.0071,1.021
10.345976559,-0.1338,-1.0116,0.0085,1.020
10.348565205,-0.1309,-1.0057,0.0159,1.014
10.350896767,-0.1260,-0.9813,0.0227,0.990
10.352938955,-0.1094,-0.8700,0.0188,0.877
10.355316975,-0.1179,-0.3553,-0.0925,0.386
10.357799527,-0.2566,-0.2224,-0.2178,0.403
10.36012359,-0.2105,-0.6153,-0.0955,0.657
10.362672705,-0.0598,-1.0519,-0.0457,1.055
10.364785048,0.0613,-1.2062,0.0063,1.208
10.36714958,0.0991,-1.1996,0.0242,1.204
10.369400413,0.0684,-1.1605,0.0210,1.163
10.371727548,0.0178,-1.1644,0.0129,1.165
10.374199059,-0.0403,-1.1954,0.0251,1.196
10.376505465,-0.1126,-1.1781,0.0366,1.184
10.378733902,-0.1819,-1.1661,0.0269,1.181
10.382485048,-0.1944,-1.1466,0.0493,1.164
10.383411559,-0.2122,-1.1244,0.0110,1.144
10.385922027,-0.2259,-1.1158,-0.0061,1.138
10.388138694,-0.2144,-1.1036,-0.0010,1.124
10.390569632,-0.1416,-1.1068,-0.0037,1.116
10.3930326,-0.0852,-1.1122,-0.0366,1.116
10.395337132,-0.1433,-1.1498,-0.0847,1.162
10.397614267,-0.2359,-1.1444,-0.0684,1.170
10.399904892,-0.2632,-1.1273,-0.0457,1.159
10.402572027,-0.2918,-1.1381,-0.0623,1.177
10.404672965,-0.3240,-1.1388,-0.0689,1.186
10.406865204,-0.3203,-1.1212,-0.0813,1.169
10.409224319,-0.3147,-1.1005,-0.1138,1.150
10.411517913,-0.3008,-1.0577,-0.1016,1.104
10.414038746,-0.3072,-1.0086,-0.0842,1.058
10.416325465,-0.3277,-0.9461,-0.1050,1.007
10.418650465,-0.3531,-0.9154,-0.1409,0.991
10.422203434,-0.3946,-0.9005,-0.1580,0.996
10.423343642,-0.4029,-0.8761,-0.1494,0.976
10.425755986,-0.3560,-0.9520,-0.1192,1.023
10.428216142,-0.3804,-0.8995,-0.0808,0.980
10.430671559,-0.4200,-0.7899,-0.1257,0.903
10.432973902,-0.2996,-0.9676,-0.1248,1.021
10.435009788,-0.3142,-1.3124,-0.0481,1.350
10.437386246,-0.3433,-1.0599,-0.0327,1.115
10.439991402,-0.2671,-0.9161,-0.1091,0.960
10.442679475,-0.2251,-0.9222,-0.0842,0.953
10.444674996,-0.1729,-0.9435,-0.0833,0.963
10.446942861,-0.1001,-1.0011,-0.0913,1.010
10.449224684,-0.0657,-1.0177,-0.1079,1.025
10.451738746,-0.0508,-1.0274,-0.1001,1.034
10.453882861,-0.0442,-1.0155,-0.1006,1.021
10.456166715,-0.0398,-0.9942,-0.0947,1.000
10.4584526,-0.0464,-0.9833,-0.0933,0.989
10.462222965,-0.0735,-0.9613,-0.1004,0.969
10.463144163,-0.0652,-1.0013,-0.0737,1.006
10.465487861,-0.0510,-1.0436,-0.0608,1.047
10.467853486,-0.0281,-1.0672,-0.0576,1.069
10.47041609,-0.0388,-1.0521,-0.0813,1.056
10.472524163,-0.0762,-0.9891,-0.0857,0.996
10.474894111,-0.0718,-1.0274,-0.0703,1.032
10.477394788,-0.0691,-1.0516,-0.0554,1.055
10.479920777,-0.0801,-1.0255,-0.0549,1.030
10.482582704,-0.1065,-0.9781,-0.0547,0.985
10.484339475,-0.1450,-0.9483,-0.0461,0.960
10.48659635,-0.1817,-0.9107,-0.0569,0.930
10.489094111,-0.2241,-0.8653,-0.0696,0.897
10.491776715,-0.2569,-0.8194,-0.0813,0.863
10.493704423,-0.2915,-0.8197,-0.0899,0.875
10.496032704,-0.4065,-0.8795,-0.1748,0.985
10.498363225,-0.5240,-0.8775,-0.0391,1.023
10.500633173,-0.2329,-0.6077,-0.0247,0.651
10.503187132,-0.0547,-0.6529,-0.2178,0.690
10.505340777,0.1006,-0.6697,-0.1817,0.701
10.507955309,0.1416,-0.7552,-0.0518,0.770
10.510334527,0.0181,-0.8827,-0.0134,0.883
10.512459007,-0.1372,-0.9430,0.0081,0.953
10.515268798,-0.2151,-0.9842,0.0046,1.007
10.517142132,-0.2547,-0.9957,-0.0127,1.028
10.519978798,-0.2708,-0.9967,-0.0249,1.033
10.522718329,-0.2876,-0.9869,-0.0330,1.029
10.525005569,-0.3465,-0.9554,-0.0442,1.017
10.526618746,-0.4102,-0.9317,-0.0505,1.019
10.530085257,-0.4710,-0.9308,-0.0542,1.045
10.531349996,-0.5589,-0.9173,-0.0369,1.075
10.533545569,-0.6312,-0.8600,0.0120,1.067
10.535931975,-0.6759,-0.8243,0.0298,1.066
10.538295413,-0.7117,-0.9066,-0.0154,1.153
10.540784215,-0.7000,-1.0379,-0.0921,1.255
10.543353121,-0.5958,-1.1068,-0.1052,1.261
10.545385621,-0.4571,-1.1122,-0.0789,1.205
10.548249632,-0.3172,-1.1034,-0.0659,1.150
10.550123382,-0.2092,-1.0992,-0.0618,1.121
10.553981871,-0.1831,-1.0802,-0.0728,1.098
10.554872027,-0.2197,-1.0707,-0.1025,1.098
10.557070986,-0.2495,-1.0707,-0.1267,1.107
10.559453798,-0.2378,-1.0787,-0.1311,1.112
10.562683538,-0.2158,-1.0782,-0.1257,1.107
10.56413484,-0.1748,-1.0919,-0.1067,1.111
10.566343746,-0.0996,-1.0978,-0.1201,1.109
10.568775048,-0.0776,-1.0887,-0.1423,1.101
10.57119734,-0.0530,-1.0951,-0.1726,1.110
10.573606923,0.0115,-1.0611,-0.1646,1.074
10.576350934,0.0735,-1.0445,-0.1358,1.056
10.578158902,0.1155,-1.0567,-0.1279,1.071
10.581817288,0.1680,-1.0721,-0.1382,1.094
10.583082809,0.1953,-1.0433,-0.1497,1.072
10.586185152,0.1795,-0.9994,-0.1760,1.031
10.587535465,0.1445,-1.0133,-0.1704,1.038
10.589957079,0.0942,-1.0306,-0.1958,1.053
10.592223329,0.0654,-1.0370,-0.1814,1.055
10.59448609,0.0352,-1.0431,-0.1782,1.059
10.596806559,0.0049,-1.0555,-0.1687,1.069
10.599113121,-0.0315,-1.0401,-0.1465,1.051
10.602796559,-0.0764,-0.9828,-0.1089,0.992
10.604416454,-0.1641,-0.9339,-0.0689,0.951
10.606772027,-0.2339,-0.9632,-0.0742,0.994
10.609023486,-0.2046,-0.9535,-0.0725,0.978
10.61141635,-0.1157,-0.9364,-0.0317,0.944
10.613596767,0.0396,-0.9481,0.0049,0.949
10.616105517,0.1719,-0.9732,0.0171,0.988
10.618292965,0.2053,-0.9962,0.0034,1.017
10.620743954,0.1214,-0.9186,0.0129,0.927
10.623114111,-0.0776,-1.0257,-0.0300,1.029
10.625555048,-0.1902,-0.9083,0.0520,0.929
10.6277951,-0.3150,-0.7259,0.0234,0.792
10.630334371,-0.4612,-0.5567,-0.0776,0.727
10.632618538,-0.4451,-0.6627,0.0037,0.798
10.634945204,-0.4339,-0.9505,-0.1282,1.053
10.637098486,-0.5718,-0.9288,-0.1221,1.098
10.640134163,-0.6448,-0.8961,-0.0772,1.107
10.643120986,-0.6390,-0.8263,0.0100,1.045
10.644230569,-0.5337,-0.7559,0.0571,0.927
10.646439527,-0.4253,-0.7452,0.0239,0.858
10.649087392,-0.3399,-0.7366,0.0164,0.811
10.651822236,-0.2290,-0.7569,-0.0256,0.791
10.65351609,-0.1729,-0.8138,-0.0310,0.833
10.656472756,-0.0969,-0.7972,-0.0154,0.803
10.658475204,-0.0720,-0.7987,-0.0564,0.804
10.660608798,-0.0855,-0.8324,-0.1189,0.845
10.663493746,-0.1091,-0.8309,-0.1695,0.855
10.66522635,-0.2747,-1.0660,-0.2178,1.122
10.668350256,-0.2766,-1.1551,-0.0635,1.190
10.670046975,-0.1409,-1.0665,-0.0430,1.077
10.672483434,-0.0759,-0.9417,-0.0669,0.947
10.674721402,-0.0828,-0.8255,-0.0725,0.833
10.677086246,-0.0842,-0.7818,-0.0667,0.789
10.679847236,-0.0530,-0.8109,-0.0628,0.815
10.683110881,-0.0105,-0.8260,-0.0698,0.829
10.684259892,0.0200,-0.8453,-0.0894,0.850
10.686452027,0.0381,-0.8775,-0.1089,0.885
10.688674736,0.0403,-0.9229,-0.1152,0.931
10.691927704,0.0335,-0.9879,-0.1130,0.995
10.693344996,0.0068,-1.0362,-0.0974,1.041
10.69594484,-0.0669,-1.1078,-0.0681,1.112
10.698075048,-0.0520,-1.1351,-0.0684,1.138
10.700414788,-0.0369,-1.1468,-0.1082,1.153
10.703355881,-0.0154,-1.1283,-0.1128,1.134
10.705182704,-0.0127,-1.1202,-0.0994,1.125
10.708120309,-0.0449,-1.1227,-0.0913,1.127
10.709912444,-0.0982,-1.1158,-0.0891,1.124
10.712370777,-0.1548,-1.1022,-0.0916,1.117
10.715008017,-0.1983,-1.0848,-0.0982,1.107
10.716873329,-0.2134,-1.0594,-0.1055,1.086
10.719504006,-0.2061,-1.0399,-0.1121,1.066
10.723118121,-0.1865,-1.0223,-0.1174,1.046
10.724292236,-0.1736,-1.0174,-0.1218,1.039
10.726559579,-0.1714,-1.0148,-0.1165,1.036
10.728694267,-0.1821,-1.0231,-0.1157,1.046
10.731384371,-0.1985,-1.0270,-0.1148,1.052
10.733420934,-0.2144,-1.0294,-0.1143,1.058
10.73710135,-0.2144,-1.0279,-0.1072,1.056
10.73794135,-0.3011,-1.1019,-0.0884,1.146
10.74021635,-0.2620,-1.1139,-0.0559,1.146
10.743393954,-0.1936,-1.0309,-0.0867,1.052
10.745026142,-0.1978,-0.9920,-0.1340,1.020
10.747350204,-0.2429,-1.0516,-0.1057,1.084
10.749991559,-0.1563,-1.0484,-0.0686,1.062
10.752516506,-0.1182,-1.0433,-0.0955,1.054
10.754610673,-0.1292,-1.0668,-0.0842,1.078
10.757031246,-0.1548,-1.1129,-0.0591,1.125
10.759345256,-0.1765,-1.1403,-0.0427,1.155
10.762834631,-0.2390,-1.1239,-0.0647,1.151
10.764156923,-0.2950,-1.0853,-0.0830,1.128
10.765963434,-0.3348,-1.0536,-0.1047,1.110
10.768248642,-0.3365,-1.0284,-0.1104,1.088
10.77079859,-0.3648,-1.0140,-0.1084,1.083
10.77296635,-0.3643,-1.0721,-0.1013,1.137
10.775324579,-0.2713,-1.1337,-0.0720,1.168
10.778424579,-0.1025,-1.1666,-0.0483,1.172
10.780172079,0.1409,-1.1097,-0.0625,1.120
10.782794475,0.3423,-1.0174,-0.0969,1.078
10.7847926,0.3235,-0.9088,-0.1467,0.976
10.787050517,0.1375,-0.7816,-0.1748,0.813
10.789342756,-0.0310,-0.7183,-0.1670,0.738
10.791752496,-0.1316,-0.7564,-0.1511,0.783
10.794049631,-0.1548,-0.8363,-0.1292,0.860
10.796917288,-0.2293,-0.9395,-0.1001,0.972
10.798557444,-0.1309,-0.9625,-0.0161,0.971
10.803785204,-0.0142,-0.9425,-0.0129,0.943
10.804915361,0.0200,-0.8936,-0.0081,0.894
10.806191715,-0.0159,-0.8531,-0.0159,0.853
10.808064736,-0.0715,-0.8490,0.0061,0.852
10.810510569,-0.2017,-0.9203,-0.0188,0.942
10.812584163,-0.2300,-0.9566,0.0505,0.985
10.816654944,-0.1707,-0.9269,0.0364,0.943
10.817375881,-0.1724,-0.9315,-0.0232,0.948
10.819564111,-0.2078,-0.9469,-0.0198,0.970
10.822829111,-0.1924,-0.9413,-0.0071,0.961
10.824262652,-0.1734,-0.9322,-0.0369,0.949
10.826731715,-0.1843,-0.9295,-0.0537,0.949
10.829028642,-0.2288,-0.9435,-0.0588,0.973
10.831412444,-0.3323,-1.0121,-0.0711,1.068
10.833839163,-0.2891,-1.0025,-0.0002,1.043
10.836372808,-0.2244,-0.9637,-0.0479,0.991
10.838500986,-0.2056,-0.9374,-0.0637,0.962
10.840812027,-0.1944,-0.9354,-0.0686,0.958
10.843200308,-0.1682,-0.9508,-0.0532,0.967
10.845777756,-0.1450,-0.9903,-0.0418,1.002
10.848138017,-0.1301,-0.9886,-0.0469,0.998
10.850699006,-0.1135,-0.9715,-0.0667,0.980
10.8528751,-0.1170,-0.9530,-0.0703,0.963
10.855274475,-0.1006,-0.9537,-0.0657,0.961
10.857572965,-0.0842,-0.9151,-0.0557,0.921
