qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.030675649642944336,0.041738033294677734,0.04244828224182129,0.05136847496032715,0.04762768745422363,0.05085420608520508,0.020661592483520508
0.030291318893432617,0.042272329330444336,0.04236149787902832,0.046988725662231445,0.04629635810852051,0.0522761344909668,0.021245241165161133
0.03305387496948242,0.04464983940124512,0.048151493072509766,0.04715871810913086,0.04987502098083496,0.0555882453918457,0.02162480354309082
0.03309345245361328,0.045912981033325195,0.04596233367919922,0.04653191566467285,0.046566009521484375,0.05130338668823242,0.0208587646484375
0.031527042388916016,0.044602394104003906,0.04461169242858887,0.04812049865722656,0.04692530632019043,0.05145692825317383,0.02085733413696289
0.031513214111328125,0.043729305267333984,0.041406869888305664,0.04820537567138672,0.0489656925201416,0.050840139389038086,0.020615339279174805
0.030500173568725586,0.04340338706970215,0.040737152099609375,0.052828311920166016,0.04714059829711914,0.052136898040771484,0.0212705135345459
0.0316777229309082,0.04555654525756836,0.04266357421875,0.05288958549499512,0.05111408233642578,0.0515131950378418,0.020714282989501953
0.03106403350830078,0.04356884956359863,0.04297518730163574,0.05013108253479004,0.04554605484008789,0.05100750923156738,0.021349430084228516
0.030919790267944336,0.04137086868286133,0.042131662368774414,0.04696035385131836,0.04634857177734375,0.05086851119995117,0.020717859268188477
0.031142473220825195,0.04104447364807129,0.04274296760559082,0.04823732376098633,0.045729637145996094,0.05063509941101074,0.020846128463745117
0.03232550621032715,0.043906450271606445,0.042102813720703125,0.048943519592285156,0.047261953353881836,0.05207109451293945,0.020587921142578125
0.03264260292053223,0.04651498794555664,0.045584917068481445,0.05018162727355957,0.04593086242675781,0.051575422286987305,0.020743608474731445
0.031024932861328125,0.04299330711364746,0.04173398017883301,0.04994559288024902,0.04611706733703613,0.05100369453430176,0.02072930335998535
0.03157305717468262,0.042554616928100586,0.04129958152770996,0.05110454559326172,0.046662330627441406,0.05398154258728027,0.02101874351501465
0.03161001205444336,0.04303860664367676,0.04419231414794922,0.05157923698425293,0.04664421081542969,0.05127120018005371,0.021041154861450195
0.03163623809814453,0.04261422157287598,0.041710615158081055,0.04846954345703125,0.04697823524475098,0.052857160568237305,0.02103257179260254
0.03439831733703613,0.045435190200805664,0.047441720962524414,0.050107717514038086,0.049729108810424805,0.06114912033081055,0.022969722747802734
0.033483266830444336,0.04531216621398926,0.044200897216796875,0.048865556716918945,0.048143863677978516,0.05279088020324707,0.022467374801635742
0.03676557540893555,0.04404449462890625,0.06469845771789551,0.047841548919677734,0.046625614166259766,0.051436424255371094,0.02084517478942871
0.0315704345703125,0.05242729187011719,0.04487776756286621,0.04774832725524902,0.04680609703063965,0.05249738693237305,0.02054286003112793
0.031163930892944336,0.0450437068939209,0.04385495185852051,0.05086708068847656,0.04647660255432129,0.05125594139099121,0.02273702621459961
0.032608747482299805,0.04480242729187012,0.04645824432373047,0.05376911163330078,0.04695630073547363,0.0510411262512207,0.020826101303100586
0.03089761734008789,0.043477535247802734,0.043524980545043945,0.050505638122558594,0.04604935646057129,0.051352739334106445,0.020915985107421875
0.0313267707824707,0.044081926345825195,0.04212641716003418,0.04902935028076172,0.047224998474121094,0.05140495300292969,0.020870208740234375
0.030854463577270508,0.04408097267150879,0.04332685470581055,0.05130338668823242,0.04820084571838379,0.05127978324890137,0.021081924438476562
0.032611846923828125,0.04417538642883301,0.04457736015319824,0.04671883583068848,0.04709482192993164,0.05110502243041992,0.020906448364257812
0.03504133224487305,0.04305243492126465,0.0422055721282959,0.04794120788574219,0.04732465744018555,0.051563262939453125,0.02068614959716797
0.03138422966003418,0.04093146324157715,0.04185032844543457,0.04657626152038574,0.047460317611694336,0.051064252853393555,0.020920276641845703
0.03171205520629883,0.04416775703430176,0.04167771339416504,0.04875540733337402,0.04606294631958008,0.050887346267700195,0.020600557327270508
0.030510425567626953,0.04255032539367676,0.048632144927978516,0.04885077476501465,0.04714179039001465,0.050940513610839844,0.021544694900512695
0.0310213565826416,0.04145979881286621,0.04327130317687988,0.05192255973815918,0.048796653747558594,0.05079150199890137,0.020678043365478516
0.030801057815551758,0.041510581970214844,0.04175710678100586,0.04905891418457031,0.04751253128051758,0.056546688079833984,0.02075052261352539
0.03086996078491211,0.042351484298706055,0.04280400276184082,0.04688906669616699,0.04981732368469238,0.0511014461517334,0.020843505859375
0.03040933609008789,0.042754173278808594,0.04325079917907715,0.052156686782836914,0.05548548698425293,0.05867362022399902,0.021561384201049805
0.034928321838378906,0.05313587188720703,0.0477597713470459,0.047777652740478516,0.04735517501831055,0.06490135192871094,0.027547359466552734
0.041496992111206055,0.045569658279418945,0.04147505760192871,0.04982185363769531,0.04700589179992676,0.051493167877197266,0.02078723907470703
0.03164505958557129,0.042418479919433594,0.04269528388977051,0.04961872100830078,0.04756522178649902,0.05088090896606445,0.02083873748779297
0.031011581420898438,0.04268217086791992,0.04132556915283203,0.04798579216003418,0.04693150520324707,0.051027774810791016,0.020888090133666992
0.03095412254333496,0.042905330657958984,0.041866302490234375,0.049228668212890625,0.04731464385986328,0.051728010177612305,0.020763635635375977
0.03214693069458008,0.04139375686645508,0.041579484939575195,0.05012798309326172,0.04626154899597168,0.05128788948059082,0.02065563201904297
0.03231024742126465,0.043743133544921875,0.043065786361694336,0.048165082931518555,0.04829001426696777,0.051566362380981445,0.02086806297302246
0.030806541442871094,0.04388713836669922,0.0416409969329834,0.05132865905761719,0.04773855209350586,0.051267385482788086,0.020645618438720703
0.033846378326416016,0.041780948638916016,0.04300069808959961,0.05053257942199707,0.04684281349182129,0.05120277404785156,0.020833969116210938
0.031023502349853516,0.042797088623046875,0.04302716255187988,0.046280860900878906,0.048386335372924805,0.05239129066467285,0.021183490753173828
0.0318603515625,0.04430437088012695,0.04321551322937012,0.04520750045776367,0.04665088653564453,0.05084037780761719,0.02078390121459961
0.03074193000793457,0.041455745697021484,0.04375791549682617,0.053343772888183594,0.04769110679626465,0.05080866813659668,0.02064990997314453
0.03109145164489746,0.04192185401916504,0.043615102767944336,0.05066347122192383,0.04706525802612305,0.05136537551879883,0.02086639404296875
0.03145647048950195,0.04223060607910156,0.04288315773010254,0.05012202262878418,0.04577946662902832,0.05117011070251465,0.02074289321899414
0.03176259994506836,0.04114842414855957,0.04288649559020996,0.04979252815246582,0.0495297908782959,0.051154136657714844,0.02080988883972168
0.030899524688720703,0.042401790618896484,0.0439457893371582,0.04952812194824219,0.048368215560913086,0.052144765853881836,0.020857810974121094
0.03162527084350586,0.0448760986328125,0.04371142387390137,0.049027204513549805,0.04713845252990723,0.05276298522949219,0.022664546966552734
0.0326085090637207,0.04396367073059082,0.04582810401916504,0.047643184661865234,0.049576759338378906,0.055425405502319336,0.021308422088623047
0.03237724304199219,0.048873186111450195,0.04552340507507324,0.04754805564880371,0.05525922775268555,0.05982208251953125,0.02091050148010254
0.04108858108520508,0.055153846740722656,0.06336832046508789,0.05315542221069336,0.048941850662231445,0.055817365646362305,0.021090030670166016
0.03230476379394531,0.05089306831359863,0.04503345489501953,0.05076122283935547,0.04850316047668457,0.05181574821472168,0.021877288818359375
0.03293108940124512,0.04427790641784668,0.04378342628479004,0.06174874305725098,0.04793143272399902,0.05216670036315918,0.021126508712768555
0.03287792205810547,0.05870819091796875,0.04598498344421387,0.04707145690917969,0.04781222343444824,0.06315040588378906,0.024273157119750977
0.03657245635986328,0.046306610107421875,0.045891761779785156,0.06865811347961426,0.06262779235839844,0.05195164680480957,0.021190643310546875
0.0316011905670166,0.04304146766662598,0.04280900955200195,0.055113792419433594,0.05338311195373535,0.07209372520446777,0.024765729904174805
0.03747963905334473,0.04568147659301758,0.04636192321777344,0.048613786697387695,0.04742550849914551,0.05219578742980957,0.021013736724853516
0.0327455997467041,0.04359292984008789,0.04296159744262695,0.04962515830993652,0.049512624740600586,0.05579733848571777,0.02118968963623047
0.03252816200256348,0.04723525047302246,0.0441584587097168,0.04824995994567871,0.047188758850097656,0.05272531509399414,0.023946046829223633
0.0329587459564209,0.04724431037902832,0.04799795150756836,0.05062675476074219,0.04825472831726074,0.05463552474975586,0.02137446403503418
0.03296208381652832,0.0462496280670166,0.04388260841369629,0.04720449447631836,0.05089759826660156,0.0646815299987793,0.02536487579345703
0.04714179039001465,0.07761454582214355,0.0799250602722168,0.05889439582824707,0.05350327491760254,0.11765217781066895,0.0412602424621582
0.0465390682220459,0.07130956649780273,0.04772520065307617,0.05191826820373535,0.06631278991699219,0.05988025665283203,0.02222156524658203
0.04401254653930664,0.046076059341430664,0.050301313400268555,0.05202889442443848,0.049757957458496094,0.052277565002441406,0.020897626876831055
0.03151082992553711,0.043550968170166016,0.04469418525695801,0.04718518257141113,0.04921889305114746,0.05225729942321777,0.021063566207885742
0.03268623352050781,0.044629812240600586,0.042374610900878906,0.04783797264099121,0.05154228210449219,0.082672119140625,0.03391742706298828
0.0874323844909668,0.05758094787597656,0.04405832290649414,0.0523371696472168,0.048128604888916016,0.05859518051147461,0.05740714073181152
0.052217960357666016,0.08329081535339355,0.04461503028869629,0.05072426795959473,0.0466611385345459,0.053614139556884766,0.02089691162109375
0.03189802169799805,0.04559063911437988,0.04453778266906738,0.049562692642211914,0.058608293533325195,0.06903219223022461,0.02213597297668457
0.0488889217376709,0.04440140724182129,0.04394817352294922,0.05301833152770996,0.04746675491333008,0.05214953422546387,0.02265334129333496
0.04323697090148926,0.07804584503173828,0.0695796012878418,0.05194211006164551,0.04804420471191406,0.052953481674194336,0.022764921188354492
0.034503936767578125,0.050310373306274414,0.04449892044067383,0.053072452545166016,0.04819083213806152,0.052921295166015625,0.02176976203918457
0.032457590103149414,0.04932880401611328,0.04973411560058594,0.049942731857299805,0.04864501953125,0.053945064544677734,0.023874998092651367
0.031925201416015625,0.04492688179016113,0.05039525032043457,0.0794212818145752,0.06944870948791504,0.07422161102294922,0.023847579956054688
0.03606915473937988,0.04674410820007324,0.05107402801513672,0.04834890365600586,0.05167031288146973,0.07999014854431152,0.02805304527282715
0.05576777458190918,0.06475138664245605,0.05626320838928223,0.06506848335266113,0.048407554626464844,0.05204415321350098,0.020952463150024414
